conv_parameters,occurrences,models
1 3 224 224 48 3 3 1 1 1 1 2 2 1 1 1 0 0,17,repvgg_a0 mobileone_s0 rexnetr_150 semnasnet_140 levit_conv_384 tiny_vit_21m_224 levit_384 hgnet_tiny xcit_small_24_p16_224 mobilenetv2_140 densenet264d xcit_small_12_p16_224 rexnet_150 xcit_tiny_24_p8_224 xcit_tiny_12_p8_224 hgnetv2_b6 mnasnet_140
1 128 1 1 32 1 1 0 0 0 0 1 1 1 1 1 0 0,17,gcvit_xxtiny skresnext50_32x4d gcvit_xtiny gcvit_base gcvit_tiny
1 512 8 8 2048 1 1 0 0 0 0 1 1 1 1 1 0 1,17,fastvit_sa36 fastvit_sa24 maxxvit_rmlp_nano_rw_256 maxxvit_rmlp_tiny_rw_256 fastvit_s12 fastvit_sa12
1 96 112 112 96 3 3 1 1 1 1 2 2 1 1 96 0 0,17,mixnet_s mobilenet_v2 efficientnet_cc_b0_8e efficientnet_b0_gn fbnetc_100 semnasnet_100 efficientvit_b2 efficientnet_b0 efficientnet_cc_b0_4e mobilenetv2_100 mobilenetv2_075 semnasnet_075 mobilenetv2_110d efficientnet_lite0 rexnetr_100 rexnet_100
1 144 28 28 40 1 1 0 0 0 0 1 1 1 1 1 0 0,17,spnasnet_100 hardcorenas_e mixnet_s tf_mixnet_s efficientnet_b0_g8_gn efficientnet_b0_gn efficientnet_cc_b0_8e tf_efficientnet_b0 efficientnet_blur_b0 efficientnet_b0 efficientnet_cc_b0_4e tf_efficientnet_lite0 tf_efficientnet_cc_b0_4e efficientnet_lite0 hardcorenas_f tf_efficientnet_cc_b0_8e
1 1824 10 10 304 1 1 0 0 0 0 1 1 1 1 1 0 0,17,efficientnetv2_m
1 512 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,17,densenet201 densenetblur121d densenet121 hgnetv2_b3 efficientvit_b1 mobilenet_edgetpu_v2_s densenet169 googlenet
1 256 64 64 64 1 1 0 0 0 0 1 1 1 1 1 0 1,17,fastvit_sa36 fastvit_sa24 maxxvit_rmlp_nano_rw_256 maxxvit_rmlp_tiny_rw_256 fastvit_s12 fastvit_sa12
1 2048 8 8 512 1 1 0 0 0 0 1 1 1 1 1 0 1,17,fastvit_sa36 fastvit_sa24 maxxvit_rmlp_nano_rw_256 maxxvit_rmlp_tiny_rw_256 fastvit_s12 fastvit_sa12
1 64 64 64 256 1 1 0 0 0 0 1 1 1 1 1 0 1,17,fastvit_sa36 fastvit_sa24 maxxvit_rmlp_nano_rw_256 maxxvit_rmlp_tiny_rw_256 fastvit_s12 fastvit_sa12
1 96 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,17,mobilenet_edgetpu_v2_xs mobilenet_edgetpu_100 mobilenetv4_conv_small gernet_s
1 112 14 14 336 1 1 0 0 0 0 1 1 1 1 1 0 0,17,ghostnet_100 hardcorenas_e fbnetc_100 ghostnetv2_100 hardcorenas_b hardcorenas_d repghostnet_100 hardcorenas_f hardcorenas_c
1 1824 12 12 304 1 1 0 0 0 0 1 1 1 1 1 0 0,17,tf_efficientnetv2_m
1 48 112 112 48 3 3 1 1 1 1 2 2 1 1 48 0 0,17,repghostnet_200 ghostnet_100 mobileone_s0 spnasnet_100 mnasnet0_75 semnasnet_050 mnasnet1_0 mobilenetv2_050 lcnet_150 mnasnet_100 ghostnetv2_100 mixnet_m mnasnet_075 mobilenetv2_035
1 32 28 28 32 3 3 1 1 1 1 1 1 1 1 1 0 0,17,dla46_c hrnet_w18_small hgnetv2_b0
1 32 56 56 64 3 3 1 1 1 1 2 2 1 1 1 0 0,17,xcit_nano_12_p16_224 levit_conv_128 efficientvit_m4 levit_128 efficientvit_m3 hrnet_w32 efficientvit_m1 levit_128s efficientvit_m2 levit_conv_128s
1 384 14 14 768 2 2 0 0 0 0 2 2 1 1 1 0 1,17,twins_svt_base focalnet_tiny_srf convnextv2_small inception_next_small convnext_small davit_tiny focalnet_small_srf visformer_small convnextv2_tiny convnext_tiny_hnf focalnet_tiny_lrf inception_next_tiny focalnet_small_lrf davit_small convnext_tiny
1 16 4 4 16 3 3 1 1 1 1 1 1 1 1 16 0 0,17,efficientvit_m4 efficientvit_m5 efficientvit_m1
1 384 32 32 1536 1 1 0 0 0 0 1 1 1 1 1 0 0,17,maxvit_small_tf_512 maxvit_base_tf_512
1 256 32 32 256 1 1 0 0 0 0 1 1 1 1 1 0 0,17,cs3darknet_focus_l cs3sedarknet_l cspresnet50 cspresnet50w cs3sedarknet_xdw cspdarknet53 cs3darknet_l cspresnext50 cspresnet50d mobilevitv2_100
1 3072 14 14 3072 3 3 1 1 1 1 1 1 1 1 3072 0 0,17,efficientnet_b5 efficientnet_x_b5 maxvit_xlarge_tf_224
1 512 7 7 512 1 1 0 0 0 0 1 1 1 1 1 0 0,17,hgnetv2_b5 lcnet_100 gcvit_xxtiny gcvit_xtiny levit_conv_512d levit_conv_384_s8 gcvit_tiny levit_conv_512
1 960 7 7 960 3 3 1 1 1 1 1 1 1 1 960 0 0,17,repghostnet_200 mobilenet_v2 tf_mobilenetv3_large_minimal_100 semnasnet_100 mobilenetv2_100 rexnetr_100 mobilenet_edgetpu_v2_m
1 192 28 28 96 1 1 0 0 0 0 1 1 1 1 1 0 0,17,repvit_m0_9 repvit_m1 efficientvit_b2 visformer_tiny googlenet
1 1216 14 14 304 1 1 0 0 0 0 1 1 1 1 1 0 0,17,tresnet_l
1 768 7 7 768 3 3 1 1 1 1 1 1 1 1 768 0 0,17,ghostnetv2_160 focalnet_tiny_srf focalnet_small_srf gcvit_small gernet_s focalnet_tiny_lrf mobilenet_edgetpu_v2_s focalnet_small_lrf
1 320 14 14 512 3 3 1 1 1 1 2 2 1 1 1 0 1,17,convformer_s36 efficientformer_l3 poolformerv2_s12 caformer_s36 poolformerv2_s36 poolformerv2_s24 pvt_v2_b4 pvt_v2_b2 convformer_s18 poolformer_s24 poolformer_s36 pvt_v2_b5 pvt_v2_b2_li poolformer_s12 pvt_v2_b3 caformer_s18 pvt_v2_b1
1 3 224 224 384 16 16 0 0 0 0 16 16 1 1 1 0 1,17,vit_srelpos_small_patch16_224 deit_small_distilled_patch16_224 vit_relpos_small_patch16_rpn_224 vit_small_patch16_18x2_224 deit3_small_patch16_224 crossvit_15_240 vit_relpos_small_patch16_224 cait_s24_224 deit_small_patch16_224 resmlp_36_224 vit_small_patch16_36x1_224 gmixer_12_224 resmlp_12_224 vit_small_patch16_224 gmixer_24_224 crossvit_small_240 resmlp_24_224
1 96 56 56 96 3 3 1 1 1 1 1 1 1 1 1 0 0,17,hgnetv2_b6 hgnet_tiny repvgg_a2
1 64 28 28 256 1 1 0 0 0 0 1 1 1 1 1 0 0,16,coatnet_nano_cc_224 hrnet_w18_small_v2 coatnet_nano_rw_224 hrnet_w18_ssld hrnet_w18_small hrnet_w30 hrnet_w44 hrnet_w32 hrnet_w48 efficientvit_b1 hrnet_w64 hrnet_w40 hrnet_w48_ssld hrnet_w18
1 176 14 14 176 1 1 0 0 0 0 1 1 1 1 1 0 0,16,shufflenet_v2_x1_5
1 1536 12 12 1536 3 3 1 1 1 1 1 1 1 1 1536 0 0,16,efficientnet_v2_s focalnet_large_fl4
1 512 7 7 512 5 5 2 2 2 2 1 1 1 1 512 0 0,16,mobilenetv4_conv_small lcnet_100 hgnetv2_b5 mobilenetv4_conv_blur_medium
1 192 28 28 192 1 1 0 0 0 0 1 1 1 1 1 0 1,16,focalnet_small_lrf focalnet_tiny_srf focalnet_tiny_lrf focalnet_small_srf
1 128 56 56 256 3 3 1 1 1 1 2 2 1 1 1 0 1,16,caformer_b36 mambaout_base_wide_rw hrnet_w18_small_v2 mambaout_base_plus_rw hrnet_w44 mambaout_base_short_rw hrnet_w18_small hrnet_w30 hrnet_w32 hrnet_w48 mambaout_base_tall_rw convformer_b36 hrnet_w64 mambaout_base hrnet_w40 hrnet_w18
1 128 7 7 128 3 3 1 1 1 1 1 1 1 1 128 0 1,16,coat_lite_mini inception_next_base coat_lite_small coat_lite_medium
1 116 14 14 116 1 1 0 0 0 0 1 1 1 1 1 0 0,16,shufflenet_v2_x1_0
1 128 14 14 64 1 1 0 0 0 0 1 1 1 1 1 0 0,16,efficientvit_b0 efficientvit_m0 dla46_c hrnet_w32
1 1152 6 6 1152 3 3 1 1 1 1 1 1 1 1 1152 0 0,16,tinynet_a tf_efficientnetv2_b1 tf_efficientnetv2_b0
1 216 42 42 216 5 5 2 2 2 2 1 1 1 1 216 0 0,16,pnasnet5large
1 512 25 25 512 3 3 1 1 1 1 1 1 1 1 1 0 0,16,maskrcnn_resnet50_fpn_v2 retinanet_resnet50_fpn_v2 fasterrcnn_resnet50_fpn maskrcnn_resnet50_fpn fcos_resnet50_fpn keypointrcnn_resnet50_fpn fasterrcnn_resnet50_fpn_v2 retinanet_resnet50_fpn
1 2048 25 25 512 1 1 0 0 0 0 1 1 1 1 1 0 0,16,maskrcnn_resnet50_fpn_v2 retinanet_resnet50_fpn_v2 fasterrcnn_resnet50_fpn maskrcnn_resnet50_fpn fcos_resnet50_fpn keypointrcnn_resnet50_fpn fasterrcnn_resnet50_fpn_v2 retinanet_resnet50_fpn
1 96 28 28 48 1 1 0 0 0 0 1 1 1 1 1 0 0,16,hrnet_w48_ssld hrnet_w48
1 4103 24 24 4103 3 3 1 1 1 1 1 1 1 1 11 0 0,16,regnety_2560
1 4103 1 1 1026 1 1 0 0 0 0 1 1 1 1 1 0 1,16,regnety_2560
1 1026 1 1 4103 1 1 0 0 0 0 1 1 1 1 1 0 1,16,regnety_2560
1 32 192 192 32 3 3 1 1 1 1 1 1 1 1 1 0 0,16,efficientnetv2_xl tf_efficientnetv2_xl tf_efficientnetv2_l efficientnetv2_l
1 192 14 14 48 1 1 0 0 0 0 1 1 1 1 1 0 0,16,hrnet_w48_ssld mobilenetv2_050 mobilenetv4_conv_small_050 hrnet_w48
1 672 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,16,hardcorenas_e mobilenetv2_120d efficientnet_b0_g8_gn efficientnet_b0_gn tf_efficientnet_b0 efficientnet_blur_b0 efficientnet_b0_g16_evos efficientnet_b0 hardcorenas_d tf_efficientnet_lite0 hardcorenas_a hardcorenas_c efficientnet_lite0 hardcorenas_f hardcorenas_b
1 344 30 30 2064 1 1 0 0 0 0 1 1 1 1 1 0 0,16,tf_efficientnet_l2
1 64 1 1 32 1 1 0 0 0 0 1 1 1 1 1 0 1,16,nf_regnet_b5 resnest14d resnest50d resnest101e resnest200e resnest26d resnest269e
1 240 14 14 240 5 5 2 2 2 2 1 1 1 1 240 0 0,16,mixnet_s tf_mixnet_s mobilenet_v3_small mnasnet0_5 mobilenetv3_small_100 tf_mobilenetv3_small_100 mnasnet_050 hardcorenas_b
1 480 30 30 2880 1 1 0 0 0 0 1 1 1 1 1 0 0,16,tf_efficientnet_l2
1 1824 14 14 304 1 1 0 0 0 0 1 1 1 1 1 0 0,16,efficientnet_b5 efficientnet_x_b5
1 2560 14 14 640 1 1 0 0 0 0 1 1 1 1 1 0 1,16,maxxvitv2_rmlp_large_rw_224
1 32 95 95 192 1 1 0 0 0 0 1 1 1 1 1 0 0,16,tf_efficientnet_b4 tf_efficientnet_lite4 efficientnet_b4 efficientnet_lite4
1 56 48 48 336 1 1 0 0 0 0 1 1 1 1 1 0 0,16,tf_efficientnet_b4 tf_efficientnet_lite4 efficientnet_b4 efficientnet_lite4
1 576 19 19 576 3 3 1 1 1 1 1 1 1 1 576 0 0,16,tf_efficientnet_b3 efficientnet_b3 efficientnet_lite3 tf_efficientnet_lite3
1 64 1 1 16 1 1 0 0 0 0 1 1 1 1 1 0 1,16,cs3sedarknet_l efficientnet_b7 test_nfnet repvit_m3 mobilenetv3_small_050 test_byobnet repvit_m2 tf_efficientnet_b7 repvit_m1_5 repvit_m1_1
1 816 19 19 136 1 1 0 0 0 0 1 1 1 1 1 0 0,16,tf_efficientnet_b3 efficientnet_b3 efficientnet_lite3 tf_efficientnet_lite3
1 816 19 19 816 5 5 2 2 2 2 1 1 1 1 816 0 0,16,tf_efficientnet_b3 efficientnet_b3 efficientnet_lite3 tf_efficientnet_lite3
1 128 16 16 512 1 1 0 0 0 0 1 1 1 1 1 0 0,16,mobilevit_s cspresnet50w maxvit_rmlp_pico_rw_256 maxvit_pico_rw_256
1 192 56 56 192 7 7 3 3 3 3 1 1 1 1 192 0 1,16,mambaout_base_wide_rw mambaout_base_plus_rw convnext_large rdnet_tiny convnextv2_large
1 64 112 112 128 3 3 1 1 1 1 1 1 1 1 1 0 1,16,vgg16 vgg19 vgg11_bn vgg13 vgg19_bn vgg11 vgg13_bn vgg16_bn
1 3 224 224 64 3 3 1 1 1 1 1 1 1 1 1 0 1,16,vgg16 vgg19 vgg11_bn vgg13 vgg19_bn vgg11 vgg13_bn vgg16_bn
1 576 18 18 96 1 1 0 0 0 0 1 1 1 1 1 0 0,16,efficientnet_b3 efficientnet_b3_g8_gn efficientnet_x_b3 efficientnet_b3_gn
1 1824 15 15 1824 5 5 2 2 2 2 1 1 1 1 1824 0 0,16,efficientnet_b5 tf_efficientnet_b5
1 48 14 14 288 1 1 0 0 0 0 1 1 1 1 1 0 0,16,mobilenet_v3_small mnasnet0_5 mobilenetv3_small_100 tf_mobilenetv3_small_minimal_100 tf_mobilenetv3_small_100 mobilenetv2_075 mnasnet_050 mobilenetv4_conv_small_050 mobilenetv2_050
1 112 7 7 112 3 3 1 1 1 1 1 1 1 1 1 0 0,16,ese_vovnet19b_slim res2net50_14w_8s
1 576 7 7 288 1 1 0 0 0 0 1 1 1 1 1 0 0,16,efficientvit_m5 regnetz_b16_evos levit_conv_192 haloregnetz_b regnetz_b16
1 384 4 4 384 3 3 1 1 1 1 1 1 1 1 384 0 0,16,efficientvit_m4 efficientvit_m5
1 16 7 7 16 3 3 1 1 1 1 1 1 1 1 16 0 0,16,efficientvit_m4 efficientvit_m5 efficientvit_m2 efficientvit_m1
1 128 7 7 128 3 3 1 1 1 1 1 1 1 1 128 0 0,16,ghostnetv2_160 efficientvit_m0 repghostnet_080
1 576 19 19 96 1 1 0 0 0 0 1 1 1 1 1 0 0,16,tf_efficientnet_b3 efficientnet_b3 efficientnet_lite3 tf_efficientnet_lite3
1 1536 7 7 1536 3 3 1 1 1 1 1 1 1 1 1536 0 1,16,efficientformerv2_l efficientvit_b2 davit_large
1 1824 14 14 1824 5 5 2 2 2 2 1 1 1 1 1824 0 0,16,efficientnet_b5 efficientnet_x_b5
1 128 65 65 512 1 1 0 0 0 0 1 1 1 1 1 0 0,16,fcn_resnet101 deeplabv3_resnet50 fcn_resnet50 deeplabv3_resnet101
1 344 50 50 2064 1 1 0 0 0 0 1 1 1 1 1 0 0,16,efficientnet_l2
1 64 130 130 256 1 1 0 0 0 0 1 1 1 1 1 0 0,16,fcn_resnet101 deeplabv3_resnet50 fcn_resnet50 deeplabv3_resnet101
1 96 56 56 192 2 2 0 0 0 0 2 2 1 1 1 0 1,16,twins_svt_base focalnet_tiny_srf convnextv2_small inception_next_small convnext_small davit_tiny focalnet_small_srf convnextv2_tiny convnext_tiny_hnf focalnet_tiny_lrf inception_next_tiny focalnet_small_lrf davit_small convnext_tiny
1 960 18 18 960 3 3 1 1 1 1 1 1 1 1 960 0 0,16,efficientnetv2_s efficientnetv2_rw_s
1 960 18 18 160 1 1 0 0 0 0 1 1 1 1 1 0 0,16,efficientnetv2_s efficientnetv2_rw_s
1 208 28 28 512 1 1 0 0 0 0 1 1 1 1 1 0 0,16,res2net101d res2net50d res2net101_26w_4s res2net50_26w_4s
1 256 28 28 512 3 3 1 1 1 1 2 2 1 1 1 0 1,16,caformer_b36 mambaout_base_wide_rw hrnet_w18_small_v2 mambaout_base_plus_rw hrnet_w44 mambaout_base_short_rw hrnet_w18_small hrnet_w30 hrnet_w32 hrnet_w48 mambaout_base_tall_rw convformer_b36 hrnet_w64 mambaout_base hrnet_w40 hrnet_w18
1 224 14 14 448 1 1 0 0 0 0 1 1 1 1 1 0 0,16,repvit_m1_0
1 448 14 14 224 1 1 0 0 0 0 1 1 1 1 1 0 0,16,repvit_m1_0
1 128 14 14 256 3 3 2 2 2 2 1 1 2 2 1 0 0,16,skresnet50 skresnet34 skresnet18 skresnet50d
1 16 1 1 64 1 1 0 0 0 0 1 1 1 1 1 0 1,16,cs3sedarknet_l efficientnet_b7 test_nfnet repvit_m3 mobilenetv3_small_050 test_byobnet repvit_m2 tf_efficientnet_b7 repvit_m1_5 repvit_m1_1
1 256 200 200 64 1 1 0 0 0 0 1 1 1 1 1 0 0,16,maskrcnn_resnet50_fpn_v2 retinanet_resnet50_fpn_v2 fasterrcnn_resnet50_fpn maskrcnn_resnet50_fpn fcos_resnet50_fpn keypointrcnn_resnet50_fpn fasterrcnn_resnet50_fpn_v2 retinanet_resnet50_fpn
1 1248 9 9 1248 5 5 2 2 2 2 1 1 1 1 1248 0 0,16,efficientnet_b2 efficientnet_lite2 tf_efficientnet_b2 tf_efficientnet_lite2
1 88 84 84 528 1 1 0 0 0 0 1 1 1 1 1 0 0,16,tf_efficientnet_b8 efficientnet_b8
1 56 168 168 336 1 1 0 0 0 0 1 1 1 1 1 0 0,16,tf_efficientnet_b8 efficientnet_b8
1 480 50 50 2880 1 1 0 0 0 0 1 1 1 1 1 0 0,16,efficientnet_l2
1 64 56 56 96 1 1 0 0 0 0 1 1 1 1 1 0 0,16,resnest50d_1s4x24d maxvit_rmlp_small_rw_224 coatnet_rmlp_0_rw_224 maxvit_rmlp_base_rw_224 nextvit_base nextvit_large mobileone_s1 coatnet_rmlp_1_rw2_224 coatnet_1_rw_224 coatnet_0_rw_224 coatnet_rmlp_1_rw_224 coatnet_bn_0_rw_224 nextvit_small res2net50_48w_2s dpn92 mobileone_s2
1 64 112 112 64 3 3 1 1 1 1 2 2 1 1 64 0 0,16,ghostnetv2_130 ese_vovnet19b_dw ghostnet_130 mobilenetv1_100h ese_vovnet19b_slim_dw mobileone_s1 mixnet_l efficientvit_b1 mobilenet_v3_large mobilenetv3_rw mobilenetv3_large_075 mobilenetv3_large_100 mobileone_s4 mobileone_s2 mobilenetv1_100 mobileone_s3
1 1248 9 9 208 1 1 0 0 0 0 1 1 1 1 1 0 0,16,efficientnet_b2 efficientnet_lite2 tf_efficientnet_b2 tf_efficientnet_lite2
1 192 1 1 12 1 1 0 0 0 0 1 1 1 1 1 0 1,16,test_efficientnet efficientnet_x_b5 test_efficientnet_evos efficientnet_h_b5 gc_efficientnetv2_rw_t test_efficientnet_ln tf_efficientnetv2_b1 regnetz_040 test_efficientnet_gn regnetz_040_h efficientnetv2_rw_t tf_efficientnetv2_b0
1 768 4 4 1536 1 1 0 0 0 0 1 1 1 1 1 0 0,16,levit_conv_512d levit_conv_384
1 244 14 14 244 1 1 0 0 0 0 1 1 1 1 1 0 0,16,shufflenet_v2_x2_0
1 288 14 14 144 3 3 1 1 1 1 1 1 1 1 1 0 0,16,selecsls60b selecsls60
1 384 16 16 384 3 3 1 1 1 1 1 1 1 1 12 0 0,16,resnet51q resnet61q
1 12 1 1 192 1 1 0 0 0 0 1 1 1 1 1 0 1,16,test_efficientnet efficientnet_x_b5 test_efficientnet_evos efficientnet_h_b5 gc_efficientnetv2_rw_t test_efficientnet_ln tf_efficientnetv2_b1 regnetz_040 test_efficientnet_gn regnetz_040_h efficientnetv2_rw_t tf_efficientnetv2_b0
1 256 7 7 256 3 3 1 1 1 1 1 1 1 1 1 0 1,16,fcos_resnet50_fpn retinanet_resnet50_fpn
1 512 28 28 512 3 3 1 1 1 1 1 1 1 1 64 0 0,16,dla102x2 seresnext101_64x4d resnext101_64x4d
1 96 56 56 96 1 1 0 0 0 0 1 1 1 1 1 0 1,16,focalnet_small_lrf focalnet_tiny_srf focalnet_tiny_lrf focalnet_small_srf
1 48 14 14 48 1 1 0 0 0 0 1 1 1 1 1 0 0,16,shufflenet_v2_x0_5
1 64 64 64 64 3 3 1 1 1 1 1 1 1 1 2 0 0,15,gcresnext26ts bat_resnext26ts resnext26ts eca_resnext26ts gcresnext50ts resnet51q seresnext26ts
1 1024 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,15,resnest50d_1s4x24d hgnetv2_b6 res2net50_48w_2s
1 480 1 1 40 1 1 0 0 0 0 1 1 1 1 1 0 1,15,fbnetv3_g mixnet_s tf_mixnet_s rexnetr_130 tf_mixnet_m rexnetr_200 mixnet_m mixnet_xxl
1 512 10 10 2048 1 1 0 0 0 0 1 1 1 1 1 0 0,15,ecaresnet269d resnest200e resnetrs420
1 16 56 56 16 3 3 1 1 1 1 1 1 1 1 1 0 0,15,hrnet_w18_small hgnetv2_b0
1 112 12 12 672 1 1 0 0 0 0 1 1 1 1 1 0 0,15,tinynet_a tf_efficientnetv2_b1 tf_efficientnetv2_b0
1 192 14 14 32 1 1 0 0 0 0 1 1 1 1 1 0 0,15,mobilenetv3_small_075 tf_mobilenetv3_small_075 mobilenetv2_035 mnasnet_small mobilenetv2_050
1 256 7 7 256 5 5 2 2 2 2 1 1 1 1 256 0 0,15,lcnet_050 mobilenetv4_conv_blur_medium hgnetv2_b3 hgnetv2_b2 mobilenetv4_conv_small_050
1 40 1 1 480 1 1 0 0 0 0 1 1 1 1 1 0 1,15,fbnetv3_g mixnet_s tf_mixnet_s rexnetr_130 tf_mixnet_m rexnetr_200 mixnet_m mixnet_xxl
1 144 14 14 144 3 3 1 1 1 1 1 1 1 1 144 0 0,15,tf_mobilenetv3_large_075 mixnet_xl mobilenetv3_large_075 repghostnet_130 tf_mobilenetv3_small_minimal_100 mobilenetv2_035
1 320 28 28 320 1 1 0 0 0 0 1 1 1 1 1 0 0,15,repvgg_b2 mobileone_s3 repvgg_b2g4 mobilenetv1_125
1 1536 14 14 512 1 1 0 0 0 0 1 1 1 1 1 0 0,15,levit_conv_384_s8 dla60_res2next dla102x2 dla60 dla102x dla169 dla60x dla102 dla60_res2net
1 512 7 7 512 3 3 1 1 1 1 1 1 1 1 512 0 0,15,mobilenetv4_conv_small repvit_m3 gcvit_xxtiny repvit_m2 repvit_m1_5 gcvit_tiny gcvit_xtiny repvit_m1_1
1 64 28 28 64 3 3 1 1 1 1 1 1 1 1 64 0 0,15,lcnet_050 mvitv2_huge_cls mobilenetv4_hybrid_medium_075 gcvit_xxtiny gcvit_xtiny gcvit_tiny
1 16 1 1 64 1 1 0 0 0 0 1 1 1 1 1 0 0,15,gcvit_xtiny gcvit_tiny gcvit_xxtiny
1 2880 30 30 2880 5 5 2 2 2 2 1 1 1 1 2880 0 0,15,tf_efficientnet_l2
1 2064 30 30 344 1 1 0 0 0 0 1 1 1 1 1 0 0,15,tf_efficientnet_l2
1 2064 30 30 2064 3 3 1 1 1 1 1 1 1 1 2064 0 0,15,tf_efficientnet_l2
1 512 56 56 512 3 3 1 1 1 1 1 1 1 1 512 0 1,15,pvt_v2_b4 pvt_v2_b2 vitamin_base_224 pvt_v2_b2_li pvt_v2_b3 pvt_v2_b1
1 3072 12 12 768 1 1 0 0 0 0 1 1 1 1 1 0 0,15,resnet50x16_clip_gap resnet50x16_clip maxvit_rmlp_base_rw_384
1 48 56 56 48 7 7 3 3 3 3 1 1 1 1 48 0 1,15,mambaout_kobe convnext_femto coat_lite_medium mambaout_femto convnext_femto_ols convnextv2_femto
1 192 28 28 192 3 3 1 1 1 1 1 1 1 1 3 0 0,15,regnety_040_sgn regnetv_040 regnety_040
1 256 28 28 256 3 3 1 1 1 1 1 1 1 1 256 0 1,15,twins_svt_large davit_base efficientformerv2_s2 coat_lite_medium
1 384 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,15,hrnet_w48_ssld mobilenetv4_hybrid_medium_075 efficientvit_m2 hrnet_w48
1 512 7 7 3072 1 1 0 0 0 0 1 1 1 1 1 0 1,15,efficientvit_l2 efficientvit_l1 coatnet_2_224
1 512 56 56 128 1 1 0 0 0 0 1 1 1 1 1 0 1,15,maxxvitv2_rmlp_base_rw_224 focalnet_base_lrf inception_next_base coatnet_2_224 focalnet_base_srf vitamin_base_224 maxvit_large_tf_224
1 2880 30 30 480 1 1 0 0 0 0 1 1 1 1 1 0 0,15,tf_efficientnet_l2
1 432 66 66 72 1 1 0 0 0 0 1 1 1 1 1 0 0,15,tf_efficientnet_b6 efficientnet_b6
1 256 8 8 512 1 1 0 0 0 0 1 1 1 1 1 0 0,15,maxvit_rmlp_tiny_rw_256 mobilenetv4_hybrid_medium maxvit_nano_rw_256 maxvit_tiny_rw_256 mobilenetv4_conv_medium cs3darknet_s cs3darknet_focus_s maxvit_tiny_pm_256 mobilenetv4_conv_aa_medium maxvit_rmlp_nano_rw_256 mobilevitv2_100
1 288 28 28 96 1 1 0 0 0 0 1 1 1 1 1 0 0,15,regnetz_b16_evos regnetz_b16 haloregnetz_b
1 160 32 32 160 3 3 1 1 1 1 1 1 1 1 160 0 0,15,mobilenetv4_conv_aa_medium mobilenetv4_conv_medium fastvit_mci2 mobilenetv4_hybrid_medium
1 432 66 66 432 5 5 2 2 2 2 1 1 1 1 432 0 0,15,tf_efficientnet_b6 efficientnet_b6
1 160 56 56 40 1 1 0 0 0 0 1 1 1 1 1 0 1,15,convnext_atto convnextv2_atto inception_next_atto efficientformerv2_l convnext_atto_ols convnext_atto_rms
1 320 28 28 80 1 1 0 0 0 0 1 1 1 1 1 0 1,15,convnext_atto convnextv2_atto inception_next_atto efficientformerv2_l convnext_atto_ols convnext_atto_rms
1 80 28 28 320 1 1 0 0 0 0 1 1 1 1 1 0 1,15,convnext_atto convnextv2_atto inception_next_atto efficientformerv2_l convnext_atto_ols convnext_atto_rms
1 176 28 28 1056 1 1 0 0 0 0 1 1 1 1 1 0 0,15,efficientnet_b5 rexnetr_300 efficientnet_x_b5
1 2048 14 14 2048 3 3 1 1 1 1 1 1 1 1 2048 0 0,15,maxvit_large_tf_224 mobilenetv4_conv_aa_large
1 192 20 20 1152 1 1 0 0 0 0 1 1 1 1 1 0 0,15,efficientnetv2_rw_m
1 224 14 14 224 1 1 0 0 0 0 1 1 1 1 224 0 1,15,repvit_m1_0
1 192 14 14 192 1 1 0 0 0 0 1 1 1 1 192 0 0,15,repvit_m1
1 192 14 14 192 1 1 0 0 0 0 1 1 1 1 192 0 1,15,repvit_m0_9
1 448 38 38 56 1 1 0 0 0 0 1 1 1 1 1 0 0,15,efficientnet_el_pruned tf_efficientnet_el efficientnet_el
1 1536 16 16 1536 3 3 1 1 1 1 1 1 1 1 192 0 0,15,regnetz_e8
1 336 14 14 336 3 3 1 1 1 1 1 1 1 1 336 0 0,15,ghostnet_100 semnasnet_050 ghostnetv2_100 hardcorenas_d hardcorenas_b repghostnet_100 hardcorenas_f hardcorenas_c
1 2880 50 50 2880 5 5 2 2 2 2 1 1 1 1 2880 0 0,15,efficientnet_l2
1 2064 50 50 2064 3 3 1 1 1 1 1 1 1 1 2064 0 0,15,efficientnet_l2
1 288 28 28 288 3 3 1 1 1 1 1 1 1 1 18 0 0,15,regnetz_b16_evos regnetz_b16 haloregnetz_b
1 384 56 56 384 3 3 1 1 1 1 1 1 1 1 384 0 0,15,maxvit_base_tf_224 maxvit_rmlp_small_rw_224 coatnet_rmlp_0_rw_224 maxvit_rmlp_base_rw_224 tiny_vit_21m_224 coatnet_0_224 coatnet_1_rw_224 coatnet_rmlp_1_rw2_224 coatnet_0_rw_224 coatnet_rmlp_1_rw_224 coatnet_bn_0_rw_224 mobilenetv4_conv_aa_large maxvit_small_tf_224 coatnet_1_224
