conv_parameters,occurrences,models
1 2432 14 14 2304 1 1 0 0 0 0 2 2 1 1 1 0 0,1,dpn107
1 2432 14 14 1600 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 48 112 112 48 3 3 1 1 1 1 2 2 1 1 1 0 0,1,repvgg_a0
1 96 28 28 192 1 1 0 0 0 0 2 2 1 1 1 0 0,1,repvgg_a0
1 192 14 14 1280 1 1 0 0 0 0 2 2 1 1 1 0 0,1,repvgg_a0
1 192 14 14 1280 3 3 1 1 1 1 2 2 1 1 1 0 0,1,repvgg_a0
1 1160 9 9 1160 5 5 2 2 2 2 1 1 1 1 1160 0 0,1,efficientnet_b2_pruned
1 1160 1 1 52 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b2_pruned
1 52 1 1 1160 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b2_pruned
1 1728 7 7 480 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mixnet_xxl
1 40 144 144 40 3 3 1 1 1 1 1 1 1 1 40 0 0,1,efficientnet_b3
1 40 144 144 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 443 1 1 30 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b2_pruned
1 30 1 1 443 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b2_pruned
1 443 17 17 116 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2_pruned
1 116 17 17 719 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2_pruned
1 719 1 1 30 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b2_pruned
1 30 1 1 719 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b2_pruned
1 719 9 9 208 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2_pruned
1 208 9 9 1148 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2_pruned
1 1160 9 9 208 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2_pruned
1 208 9 9 1182 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2_pruned
1 1182 9 9 1182 5 5 2 2 2 2 1 1 1 1 1182 0 0,1,efficientnet_b2_pruned
1 1182 1 1 52 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b2_pruned
1 1920 14 14 800 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 24 144 144 24 3 3 1 1 1 1 1 1 1 1 24 0 0,1,efficientnet_b3
1 24 144 144 144 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3
1 144 144 144 144 3 3 1 1 1 1 2 2 1 1 144 0 0,1,efficientnet_b3
1 480 7 7 1536 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mixnet_xxl
1 1152 14 14 288 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mixnet_xxl
1 128 56 56 288 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn131
1 3 320 320 64 1 1 0 0 0 0 2 2 1 1 1 0 0,1,repvgg_d2se
1 64 160 160 160 1 1 0 0 0 0 2 2 1 1 1 0 0,1,repvgg_d2se
1 64 160 160 160 3 3 1 1 1 1 2 2 1 1 1 0 0,1,repvgg_d2se
1 52 1 1 1182 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b2_pruned
1 1182 9 9 208 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2_pruned
1 208 9 9 1228 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2_pruned
1 1228 9 9 1228 5 5 2 2 2 2 1 1 1 1 1228 0 0,1,efficientnet_b2_pruned
1 1228 1 1 52 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b2_pruned
1 52 1 1 1228 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b2_pruned
1 1228 9 9 208 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2_pruned
1 1280 14 14 800 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 1344 14 14 800 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 1408 14 14 800 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 160 80 80 320 1 1 0 0 0 0 2 2 1 1 1 0 0,1,repvgg_d2se
1 160 80 80 320 3 3 1 1 1 1 2 2 1 1 1 0 0,1,repvgg_d2se
1 320 40 40 640 1 1 0 0 0 0 2 2 1 1 1 0 0,1,repvgg_d2se
1 320 40 40 640 3 3 1 1 1 1 2 2 1 1 1 0 0,1,repvgg_d2se
1 640 20 20 2560 1 1 0 0 0 0 2 2 1 1 1 0 0,1,repvgg_d2se
1 640 20 20 2560 3 3 1 1 1 1 2 2 1 1 1 0 0,1,repvgg_d2se
1 2560 1 1 160 1 1 0 0 0 0 1 1 1 1 1 0 1,1,repvgg_d2se
1 160 1 1 2560 1 1 0 0 0 0 1 1 1 1 1 0 1,1,repvgg_d2se
1 3 224 224 28 3 3 1 1 1 1 2 2 1 1 1 0 0,1,repvit_m1_0
1 28 112 112 56 3 3 1 1 1 1 2 2 1 1 1 0 0,1,repvit_m1_0
1 1600 14 14 1600 3 3 1 1 1 1 2 2 1 1 50 0 0,1,dpn107
1 2432 7 7 1600 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 2560 7 7 1600 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 40 112 112 80 3 3 1 1 1 1 2 2 1 1 1 0 0,1,repvit_m2_3
1 80 56 56 80 3 3 1 1 1 1 2 2 1 1 80 0 0,1,repvit_m2_3
1 56 56 56 56 3 3 1 1 1 1 2 2 1 1 56 0 0,1,repvit_m1_0
1 56 28 28 112 1 1 0 0 0 0 1 1 1 1 1 0 0,1,repvit_m1_0
1 432 14 14 432 7 7 3 3 3 3 2 2 1 1 432 0 0,1,mixnet_xxl
1 432 14 14 432 9 9 4 4 4 4 2 2 1 1 432 0 0,1,mixnet_xxl
1 120 56 56 120 9 9 4 4 4 4 2 2 1 1 120 0 0,1,mixnet_xxl
1 480 28 28 96 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mixnet_xxl
1 48 144 144 48 3 3 1 1 1 1 1 1 1 1 6 0 0,1,efficientnet_b3_g8_gn
1 112 1 1 32 1 1 0 0 0 0 1 1 1 1 1 0 1,1,repvit_m1_0
1 32 1 1 112 1 1 0 0 0 0 1 1 1 1 1 0 1,1,repvit_m1_0
1 112 14 14 224 1 1 0 0 0 0 1 1 1 1 1 0 0,1,repvit_m1_0
1 1152 28 28 1152 1 1 0 0 0 0 2 2 1 1 1 0 0,1,dpn107
1 1152 28 28 800 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 800 28 28 800 3 3 1 1 1 1 2 2 1 1 50 0 0,1,dpn107
1 1216 14 14 800 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 1536 14 14 800 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 1600 14 14 800 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 1664 14 14 800 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 1728 14 14 800 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 32 144 144 32 3 3 1 1 1 1 1 1 1 1 4 0 0,1,efficientnet_b3_g8_gn
1 192 144 144 192 3 3 1 1 1 1 2 2 1 1 24 0 0,1,efficientnet_b3_g8_gn
1 192 72 72 192 5 5 2 2 2 2 2 2 1 1 24 0 0,1,efficientnet_b3_g8_gn
1 288 36 36 288 3 3 1 1 1 1 2 2 1 1 36 0 0,1,efficientnet_b3_g8_gn
1 192 28 28 192 7 7 3 3 3 3 2 2 1 1 192 0 0,1,mixnet_xxl
1 576 18 18 576 5 5 2 2 2 2 1 1 1 1 72 0 0,1,efficientnet_b3_g8_gn
1 768 18 18 768 5 5 2 2 2 2 2 2 1 1 96 0 0,1,efficientnet_b3_g8_gn
1 1344 9 9 1344 3 3 1 1 1 1 1 1 1 1 168 0 0,1,efficientnet_b3_g8_gn
1 1792 14 14 800 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 1856 14 14 800 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 224 14 14 224 3 3 1 1 1 1 2 2 1 1 224 0 0,1,repvit_m1_0
1 224 7 7 448 1 1 0 0 0 0 1 1 1 1 1 0 0,1,repvit_m1_0
1 120 56 56 120 3 3 1 1 1 1 2 2 1 1 120 0 0,1,mixnet_xxl
1 120 56 56 120 7 7 3 3 3 3 2 2 1 1 120 0 0,1,mixnet_xxl
1 192 144 144 192 3 3 1 1 1 1 2 2 1 1 192 0 0,1,efficientnet_b3_gn
1 768 18 18 768 5 5 2 2 2 2 2 2 1 1 768 0 0,1,efficientnet_b3_gn
1 1344 9 9 1344 3 3 1 1 1 1 1 1 1 1 1344 0 0,1,efficientnet_b3_gn
1 256 56 56 224 1 1 0 0 0 0 1 1 1 1 1 0 0,1,res2net50_14w_8s
1 316 56 56 200 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 336 56 56 200 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 356 56 56 200 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 376 56 56 640 1 1 0 0 0 0 2 2 1 1 1 0 0,1,dpn107
1 376 56 56 400 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 400 56 56 400 3 3 1 1 1 1 2 2 1 1 50 0 0,1,dpn107
1 704 28 28 400 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 768 28 28 400 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 832 28 28 400 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 1472 14 14 800 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 64 56 56 156 1 1 0 0 0 0 1 1 1 1 1 0 0,1,res2net50_26w_6s
1 896 28 28 400 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 960 28 28 400 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 1024 28 28 400 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 1088 28 28 400 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 512 28 28 448 1 1 0 0 0 0 1 1 1 1 1 0 0,1,res2net50_14w_8s
1 1024 14 14 896 1 1 0 0 0 0 1 1 1 1 1 0 0,1,res2net50_14w_8s
1 1728 14 14 2304 1 1 0 0 0 0 2 2 1 1 1 0 0,1,dpn98
1 1728 14 14 1280 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn98
1 320 7 7 640 1 1 0 0 0 0 1 1 1 1 1 0 0,1,repvit_m2_3
1 64 56 56 112 1 1 0 0 0 0 1 1 1 1 1 0 0,1,res2net50_14w_8s
1 56 112 112 56 3 3 1 1 1 1 1 1 1 1 56 0 0,1,mixnet_xxl
1 56 112 112 56 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mixnet_xxl
1 112 112 112 112 3 3 1 1 1 1 2 2 1 1 112 0 0,1,mixnet_xxl
1 112 112 112 112 5 5 2 2 2 2 2 2 1 1 112 0 0,1,mixnet_xxl
1 112 112 112 112 7 7 3 3 3 3 2 2 1 1 112 0 0,1,mixnet_xxl
1 256 56 56 416 1 1 0 0 0 0 1 1 1 1 1 0 0,1,res2net50_26w_8s
1 512 28 28 832 1 1 0 0 0 0 1 1 1 1 1 0 0,1,res2net50_26w_8s
1 128 56 56 296 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 128 56 56 200 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn107
1 24 150 150 27 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 27 1 1 6 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 6 1 1 27 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 288 14 14 288 7 7 3 3 3 3 2 2 1 1 288 0 0,1,mixnet_xl
1 288 14 14 288 9 9 4 4 4 4 2 2 1 1 288 0 0,1,mixnet_xl
1 320 7 7 1536 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mixnet_xl
1 3 224 224 56 3 3 1 1 1 1 2 2 1 1 1 0 0,1,mixnet_xxl
1 8 1 1 49 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 49 75 75 12 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 12 75 75 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 48 75 75 48 3 3 1 1 1 1 1 1 1 1 48 0 0,1,efficientnet_b3_pruned
1 48 75 75 12 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 83 1 1 8 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 8 1 1 83 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 83 38 38 40 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 40 38 38 90 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 128 28 28 128 5 5 2 2 2 2 2 2 1 1 128 0 0,1,mixnet_xl
1 128 28 28 128 7 7 3 3 3 3 2 2 1 1 128 0 0,1,mixnet_xl
1 2304 9 9 2304 3 3 1 1 1 1 1 1 1 1 288 0 0,1,efficientnet_b3_g8_gn
1 48 144 144 48 3 3 1 1 1 1 1 1 1 1 48 0 0,1,efficientnet_b3_gn
1 144 14 14 144 9 9 4 4 4 4 2 2 1 1 144 0 0,1,mixnet_s
1 144 14 14 144 11 11 5 5 5 5 2 2 1 1 144 0 0,1,mixnet_s
1 40 112 112 40 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mixnet_xl
1 80 112 112 80 5 5 2 2 2 2 2 2 1 1 80 0 0,1,mixnet_xl
1 256 56 56 312 1 1 0 0 0 0 1 1 1 1 1 0 0,1,res2net50_26w_6s
1 512 28 28 624 1 1 0 0 0 0 1 1 1 1 1 0 0,1,res2net50_26w_6s
1 1024 14 14 1248 1 1 0 0 0 0 1 1 1 1 1 0 0,1,res2net50_26w_6s
1 64 56 56 208 1 1 0 0 0 0 1 1 1 1 1 0 0,1,res2net50_26w_8s
1 72 56 56 72 7 7 3 3 3 3 2 2 1 1 72 0 0,1,mixnet_xl
1 72 56 56 72 9 9 4 4 4 4 2 2 1 1 72 0 0,1,mixnet_xl
1 27 75 75 12 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 12 75 75 49 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 49 75 75 49 3 3 1 1 1 1 1 1 1 1 49 0 0,1,efficientnet_b3_pruned
1 49 1 1 8 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 85 1 1 12 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 12 1 1 85 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 85 38 38 40 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 40 38 38 215 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 215 1 1 12 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 192 28 28 192 3 3 1 1 1 1 2 2 1 1 1 0 0,1,res2net50_48w_2s
1 384 14 14 384 3 3 1 1 1 1 2 2 1 1 1 0 0,1,res2net50_48w_2s
1 96 56 56 160 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn98
1 336 56 56 320 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn98
1 12 75 75 83 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 12 1 1 215 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 215 19 19 93 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 93 19 19 261 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 261 19 19 261 3 3 1 1 1 1 1 1 1 1 261 0 0,1,efficientnet_b3_pruned
1 261 1 1 24 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 144 14 14 144 7 7 3 3 3 3 2 2 1 1 144 0 0,1,mixnet_s
1 254 1 1 24 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 24 1 1 254 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 254 19 19 93 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 93 19 19 236 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 236 19 19 236 3 3 1 1 1 1 1 1 1 1 236 0 0,1,efficientnet_b3_pruned
1 768 28 28 1088 1 1 0 0 0 0 2 2 1 1 1 0 0,1,dpn98
1 768 28 28 640 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn98
1 1024 14 14 1664 1 1 0 0 0 0 1 1 1 1 1 0 0,1,res2net50_26w_8s
1 96 56 56 96 3 3 1 1 1 1 2 2 1 1 1 0 0,1,res2net50_48w_2s
1 80 112 112 80 7 7 3 3 3 3 2 2 1 1 80 0 0,1,mixnet_xl
1 1384 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1408 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1432 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1456 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1480 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1504 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1528 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1552 14 14 2304 1 1 0 0 0 0 2 2 1 1 1 0 0,1,dpn92
1 1552 14 14 768 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 768 14 14 768 3 3 1 1 1 1 2 2 1 1 32 0 0,1,dpn92
1 64 56 56 80 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest50d_4s2x40d
1 256 56 56 160 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest50d_4s2x40d
1 512 28 28 320 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest50d_4s2x40d
1 1024 14 14 640 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest50d_4s2x40d
1 64 128 128 128 3 3 1 1 1 1 1 1 1 1 1 0 0,1,resnest101e
1 128 64 64 256 3 3 1 1 1 1 1 1 1 1 2 0 0,1,resnest101e
1 128 104 104 64 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest269e
1 256 32 32 512 3 3 1 1 1 1 1 1 1 1 2 0 0,1,resnest101e
1 512 16 16 1024 3 3 1 1 1 1 1 1 1 1 2 0 0,1,resnest101e
1 64 160 160 64 3 3 1 1 1 1 1 1 1 1 1 0 0,1,resnest200e
1 236 1 1 24 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 24 1 1 236 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 180 14 14 180 3 3 1 1 1 1 2 2 1 1 180 0 0,1,mixnet_m
1 180 14 14 180 7 7 3 3 3 3 2 2 1 1 180 0 0,1,mixnet_m
1 180 14 14 180 9 9 4 4 4 4 2 2 1 1 180 0 0,1,mixnet_m
1 90 38 38 90 5 5 2 2 2 2 1 1 1 1 90 0 0,1,efficientnet_b3_pruned
1 90 1 1 12 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 12 1 1 90 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 90 38 38 40 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 40 38 38 85 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 85 38 38 85 5 5 2 2 2 2 1 1 1 1 85 0 0,1,efficientnet_b3_pruned
1 48 56 56 48 9 9 4 4 4 4 2 2 1 1 48 0 0,1,mixnet_m
1 512 26 26 1024 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest269e
1 1024 26 26 512 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest269e
1 512 26 26 1024 3 3 1 1 1 1 1 1 1 1 2 0 0,1,resnest269e
1 1024 13 13 2048 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest269e
1 2432 7 7 768 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 2560 7 7 768 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 96 56 56 288 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn98
1 64 160 160 128 3 3 1 1 1 1 1 1 1 1 1 0 0,1,resnest200e
1 128 80 80 64 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest200e
1 128 80 80 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest200e
1 128 80 80 256 3 3 1 1 1 1 1 1 1 1 2 0 0,1,resnest200e
1 256 40 40 512 3 3 1 1 1 1 1 1 1 1 2 0 0,1,resnest200e
1 512 20 20 1024 3 3 1 1 1 1 1 1 1 1 2 0 0,1,resnest200e
1 3 416 416 64 3 3 1 1 1 1 2 2 1 1 1 0 0,1,resnest269e
1 64 208 208 64 3 3 1 1 1 1 1 1 1 1 1 0 0,1,resnest269e
1 64 208 208 128 3 3 1 1 1 1 1 1 1 1 1 0 0,1,resnest269e
1 217 19 19 217 5 5 2 2 2 2 1 1 1 1 217 0 0,1,efficientnet_b3_pruned
1 256 11 11 256 3 3 1 1 1 1 1 1 1 1 1 0 0,1,resnet10t
1 128 11 11 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnet10t
1 256 11 11 512 3 3 1 1 1 1 2 2 1 1 1 0 0,1,resnet10t
1 256 6 6 512 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnet10t
1 64 44 44 64 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnet14t
1 256 44 44 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnet14t
1 128 44 44 128 3 3 1 1 1 1 2 2 1 1 1 0 0,1,resnet14t
1 128 22 22 512 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnet14t
1 256 22 22 512 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnet14t
1 128 104 104 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest269e
1 256 104 104 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest269e
1 128 104 104 256 3 3 1 1 1 1 1 1 1 1 2 0 0,1,resnest269e
1 256 52 52 512 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest269e
1 512 52 52 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnest269e
1 256 52 52 512 3 3 1 1 1 1 1 1 1 1 2 0 0,1,resnest269e
1 128 22 22 128 3 3 1 1 1 1 1 1 1 1 1 0 0,1,resnet10t
1 64 22 22 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnet10t
1 128 22 22 256 3 3 1 1 1 1 2 2 1 1 1 0 0,1,resnet10t
1 24 1 1 261 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 261 19 19 93 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 93 19 19 219 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 219 19 19 219 3 3 1 1 1 1 1 1 1 1 219 0 0,1,efficientnet_b3_pruned
1 219 1 1 24 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 24 1 1 219 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 219 19 19 93 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 93 19 19 254 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 254 19 19 254 3 3 1 1 1 1 1 1 1 1 254 0 0,1,efficientnet_b3_pruned
1 235 1 1 34 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 34 1 1 235 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 235 19 19 120 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 120 19 19 217 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b3_pruned
1 240 14 14 240 7 7 3 3 3 3 2 2 1 1 240 0 0,1,mixnet_l
1 240 14 14 240 9 9 4 4 4 4 2 2 1 1 240 0 0,1,mixnet_l
1 48 112 112 48 7 7 3 3 3 3 2 2 1 1 48 0 0,1,mixnet_m
1 112 28 28 112 5 5 2 2 2 2 2 2 1 1 112 0 0,1,mixnet_l
1 112 28 28 112 7 7 3 3 3 3 2 2 1 1 112 0 0,1,mixnet_l
1 512 11 11 512 3 3 1 1 1 1 2 2 1 1 1 0 0,1,resnet14t
1 256 32 32 256 3 3 1 1 1 1 1 1 1 1 1 0 0,1,resnet50_mlp
1 704 28 28 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 384 28 28 384 3 3 1 1 1 1 2 2 1 1 32 0 0,1,dpn92
1 1096 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1120 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1144 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1168 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1192 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1216 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 64 44 44 128 3 3 1 1 1 1 2 2 1 1 1 0 0,1,resnet10t
1 1240 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1264 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1288 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1312 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1336 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 1360 14 14 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,dpn92
1 512 16 16 512 3 3 1 1 1 1 1 1 1 1 1 0 0,1,resnet50_mlp
1 512 22 22 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnet14t
1 256 22 22 256 3 3 1 1 1 1 2 2 1 1 1 0 0,1,resnet14t
1 256 11 11 1024 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnet14t
1 512 11 11 1024 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnet14t
1 1024 11 11 512 1 1 0 0 0 0 1 1 1 1 1 0 0,1,resnet14t
1 217 1 1 34 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
1 34 1 1 217 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b3_pruned
