conv_parameters,occurrences,models
1 72 130 130 24 1 1 0 0 0 0 1 1 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 72 130 130 72 3 3 1 1 1 1 1 1 1 1 72 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 64 130 130 24 1 1 0 0 0 0 1 1 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 96 56 56 24 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mobilenet_v2 efficientnet_b0
1 672 14 14 672 5 5 2 2 2 2 2 2 1 1 672 0 0,2,mobilenet_v3_large efficientnet_b0
1 672 14 14 672 5 5 2 2 2 2 1 1 1 1 672 0 0,2,efficientnet_b0
1 480 14 14 112 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mobilenet_v3_large efficientnet_b0
1 3 224 224 128 4 4 0 0 0 0 4 4 1 1 1 0 1,2,swin_b convnext_base
1 3 256 256 96 4 4 0 0 0 0 4 4 1 1 1 0 1,2,swin_v2_t swin_v2_s
1 3456 1 1 144 1 1 0 0 0 0 1 1 1 1 1 0 1,2,efficientnet_b6
1 3456 17 17 3456 3 3 1 1 1 1 1 1 1 1 3456 0 0,2,efficientnet_b6
1 576 17 17 3456 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientnet_b6
1 240 1 1 64 1 1 0 0 0 0 1 1 1 1 1 0 1,2,mobilenet_v3_small
1 24 28 28 88 1 1 0 0 0 0 1 1 1 1 1 0 0,2,shufflenet_v2_x1_5 mobilenet_v3_small
1 960 7 7 960 5 5 2 2 2 2 1 1 1 1 960 0 0,2,mobilenet_v3_large
1 256 200 200 256 1 1 0 0 0 0 1 1 1 1 1 0 0,2,fasterrcnn_resnet50_fpn_v2 maskrcnn_resnet50_fpn_v2
1 2048 25 25 256 1 1 0 0 0 0 1 1 1 1 1 0 0,2,fasterrcnn_resnet50_fpn_v2 maskrcnn_resnet50_fpn_v2
1 200 33 33 200 3 3 1 1 1 1 1 1 1 1 200 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 80 33 33 200 1 1 0 0 0 0 1 1 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 240 33 33 80 1 1 0 0 0 0 1 1 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 256 3 3 256 3 3 1 1 1 1 1 1 1 1 256 0 0,2,ssdlite320_mobilenet_v3_large
1 512 5 5 512 3 3 1 1 1 1 1 1 1 1 512 0 0,2,ssdlite320_mobilenet_v3_large
1 480 14 14 96 1 1 0 0 0 0 1 1 1 1 1 0 0,2,googlenet mnasnet1_0
1 256 25 25 256 3 3 1 1 1 1 2 2 1 1 1 0 1,2,retinanet_resnet50_fpn fcos_resnet50_fpn
1 512 65 65 21 1 1 0 0 0 0 1 1 1 1 1 0 1,2,fcn_resnet101 fcn_resnet50
1 128 56 56 256 2 2 0 0 0 0 2 2 1 1 1 0 1,1,convnext_base
1 192 13 13 384 3 3 1 1 1 1 1 1 1 1 1 0 1,1,alexnet
1 384 13 13 256 3 3 1 1 1 1 1 1 1 1 1 0 1,1,alexnet
1 3 256 256 128 4 4 0 0 0 0 4 4 1 1 1 0 1,1,swin_v2_b
1 128 1 1 546 1 1 0 0 0 0 1 1 1 1 1 0 1,1,ssdlite320_mobilenet_v3_large
1 256 2 2 546 1 1 0 0 0 0 1 1 1 1 1 0 1,1,ssdlite320_mobilenet_v3_large
1 256 3 3 546 1 1 0 0 0 0 1 1 1 1 1 0 1,1,ssdlite320_mobilenet_v3_large
1 512 5 5 546 1 1 0 0 0 0 1 1 1 1 1 0 1,1,ssdlite320_mobilenet_v3_large
1 960 33 33 256 3 3 36 36 36 36 1 1 36 36 1 0 0,1,deeplabv3_mobilenet_v3_large
1 960 1 1 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,deeplabv3_mobilenet_v3_large
1 1280 33 33 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,deeplabv3_mobilenet_v3_large
1 256 33 33 256 3 3 1 1 1 1 1 1 1 1 1 0 0,1,deeplabv3_mobilenet_v3_large
1 256 33 33 21 1 1 0 0 0 0 1 1 1 1 1 0 1,1,deeplabv3_mobilenet_v3_large
1 40 65 65 10 3 3 1 1 1 1 1 1 1 1 1 0 0,1,deeplabv3_mobilenet_v3_large
1 10 65 65 21 1 1 0 0 0 0 1 1 1 1 1 0 1,1,deeplabv3_mobilenet_v3_large
1 128 3 3 128 3 3 1 1 1 1 2 2 1 1 128 0 0,1,ssdlite320_mobilenet_v3_large
1 128 2 2 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,ssdlite320_mobilenet_v3_large
1 256 2 2 64 1 1 0 0 0 0 1 1 1 1 1 0 0,1,ssdlite320_mobilenet_v3_large
1 64 2 2 64 3 3 1 1 1 1 2 2 1 1 64 0 0,1,ssdlite320_mobilenet_v3_large
1 64 1 1 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,ssdlite320_mobilenet_v3_large
1 672 20 20 24 1 1 0 0 0 0 1 1 1 1 1 0 1,1,ssdlite320_mobilenet_v3_large
1 480 10 10 24 1 1 0 0 0 0 1 1 1 1 1 0 1,1,ssdlite320_mobilenet_v3_large
1 512 5 5 24 1 1 0 0 0 0 1 1 1 1 1 0 1,1,ssdlite320_mobilenet_v3_large
1 256 3 3 24 1 1 0 0 0 0 1 1 1 1 1 0 1,1,ssdlite320_mobilenet_v3_large
1 192 28 28 96 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 256 7 7 91 3 3 1 1 1 1 1 1 1 1 1 0 1,1,fcos_resnet50_fpn
1 256 100 100 4 3 3 1 1 1 1 1 1 1 1 1 0 1,1,fcos_resnet50_fpn
1 256 100 100 1 3 3 1 1 1 1 1 1 1 1 1 0 1,1,fcos_resnet50_fpn
1 256 50 50 4 3 3 1 1 1 1 1 1 1 1 1 0 1,1,fcos_resnet50_fpn
1 256 50 50 1 3 3 1 1 1 1 1 1 1 1 1 0 1,1,fcos_resnet50_fpn
1 256 25 25 4 3 3 1 1 1 1 1 1 1 1 1 0 1,1,fcos_resnet50_fpn
1 256 25 25 1 3 3 1 1 1 1 1 1 1 1 1 0 1,1,fcos_resnet50_fpn
1 256 13 13 4 3 3 1 1 1 1 1 1 1 1 1 0 1,1,fcos_resnet50_fpn
1 256 13 13 1 3 3 1 1 1 1 1 1 1 1 1 0 1,1,fcos_resnet50_fpn
1 256 7 7 4 3 3 1 1 1 1 1 1 1 1 1 0 1,1,fcos_resnet50_fpn
1 256 7 7 1 3 3 1 1 1 1 1 1 1 1 1 0 1,1,fcos_resnet50_fpn
1 96 28 28 128 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 192 28 28 16 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 16 28 28 32 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 128 28 28 192 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 32 147 147 64 3 3 1 1 1 1 1 1 1 1 1 0 0,1,inception_v3
1 64 73 73 80 1 1 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 480 14 14 64 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 512 14 14 160 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 112 14 14 224 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 128 14 14 256 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 512 14 14 144 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 144 14 14 288 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 512 14 14 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 32 14 14 64 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 528 14 14 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 528 14 14 160 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 160 14 14 320 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 528 14 14 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 64 56 56 192 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 192 28 28 64 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 256 13 13 60 1 1 0 0 0 0 1 1 1 1 1 0 1,1,fasterrcnn_mobilenet_v3_large_fpn
1 40 100 100 240 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 672 50 50 672 3 3 1 1 1 1 1 1 1 1 672 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 672 50 50 112 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 672 50 50 672 5 5 2 2 2 2 2 2 1 1 672 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 672 25 25 160 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 160 7 7 320 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 832 7 7 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 32 7 7 128 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 832 7 7 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 832 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 192 7 7 384 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 832 7 7 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 48 7 7 128 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 3 299 299 32 3 3 0 0 0 0 2 2 1 1 1 0 0,1,inception_v3
1 32 149 149 32 3 3 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 480 50 50 480 3 3 1 1 1 1 1 1 1 1 480 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 480 50 50 112 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 256 5 5 256 3 3 1 1 1 1 1 1 1 1 1 0 1,1,fasterrcnn_mobilenet_v3_large_320_fpn
1 256 5 5 15 1 1 0 0 0 0 1 1 1 1 1 0 1,1,fasterrcnn_mobilenet_v3_large_320_fpn
1 192 35 35 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 256 35 35 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 288 35 35 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 288 35 35 384 3 3 0 0 0 0 2 2 1 1 1 0 0,1,inception_v3
1 96 35 35 96 3 3 0 0 0 0 2 2 1 1 1 0 0,1,inception_v3
1 32 14 14 128 3 3 1 1 1 1 1 1 1 1 1 0 0,1,googlenet
1 528 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 832 7 7 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 832 7 7 160 1 1 0 0 0 0 1 1 1 1 1 0 0,1,googlenet
1 960 25 25 256 1 1 0 0 0 0 1 1 1 1 1 0 1,1,fasterrcnn_mobilenet_v3_large_fpn
1 160 25 25 256 1 1 0 0 0 0 1 1 1 1 1 0 1,1,fasterrcnn_mobilenet_v3_large_fpn
1 256 13 13 15 1 1 0 0 0 0 1 1 1 1 1 0 1,1,fasterrcnn_mobilenet_v3_large_fpn
1 40 65 65 21 1 1 0 0 0 0 1 1 1 1 1 0 1,1,lraspp_mobilenet_v3_large
1 128 65 65 21 1 1 0 0 0 0 1 1 1 1 1 0 1,1,lraspp_mobilenet_v3_large
1 128 17 17 192 7 1 0 0 3 3 1 1 1 1 1 0 0,1,inception_v3
1 128 17 17 192 1 7 3 3 0 0 1 1 1 1 1 0 0,1,inception_v3
1 192 17 17 320 3 3 0 0 0 0 2 2 1 1 1 0 0,1,inception_v3
1 192 17 17 192 3 3 0 0 0 0 2 2 1 1 1 0 0,1,inception_v3
1 1280 8 8 320 1 1 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 1280 8 8 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 80 73 73 192 3 3 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 192 35 35 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 240 100 100 240 3 3 1 1 1 1 2 2 1 1 240 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 240 50 50 80 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 80 50 50 200 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 200 50 50 200 3 3 1 1 1 1 1 1 1 1 200 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 200 50 50 80 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 80 50 50 480 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 3 800 800 16 3 3 1 1 1 1 2 2 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 16 400 400 16 3 3 1 1 1 1 1 1 1 1 16 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 16 400 400 16 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 16 400 400 64 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 64 400 400 64 3 3 1 1 1 1 2 2 1 1 64 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 64 200 200 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 72 200 200 72 3 3 1 1 1 1 1 1 1 1 72 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 72 200 200 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 72 200 200 72 5 5 2 2 2 2 2 2 1 1 72 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 72 100 100 40 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_fpn
1 2048 8 8 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 2048 8 8 448 1 1 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 2048 8 8 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 256 14 14 512 3 3 1 1 1 1 1 1 1 1 1 0 1,1,keypointrcnn_resnet50_fpn
1 960 33 33 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,lraspp_mobilenet_v3_large
1 960 1 1 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,lraspp_mobilenet_v3_large
1 960 24 24 960 3 3 1 1 1 1 2 2 1 1 960 0 0,1,efficientnet_v2_s
1 672 10 10 160 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fasterrcnn_mobilenet_v3_large_320_fpn
1 960 10 10 256 1 1 0 0 0 0 1 1 1 1 1 0 1,1,fasterrcnn_mobilenet_v3_large_320_fpn
1 160 10 10 256 1 1 0 0 0 0 1 1 1 1 1 0 1,1,fasterrcnn_mobilenet_v3_large_320_fpn
1 256 112 112 256 3 3 1 1 1 1 2 2 1 1 256 0 0,1,maxvit_t
1 256 56 56 256 3 3 1 1 1 1 1 1 1 1 256 0 0,1,maxvit_t
1 64 28 28 128 1 1 0 0 0 0 1 1 1 1 1 0 1,1,maxvit_t
1 64 56 56 512 1 1 0 0 0 0 1 1 1 1 1 0 0,1,maxvit_t
1 512 56 56 512 3 3 1 1 1 1 2 2 1 1 512 0 0,1,maxvit_t
1 512 28 28 512 3 3 1 1 1 1 1 1 1 1 512 0 0,1,maxvit_t
1 128 14 14 256 1 1 0 0 0 0 1 1 1 1 1 0 1,1,maxvit_t
1 128 28 28 1024 1 1 0 0 0 0 1 1 1 1 1 0 0,1,maxvit_t
1 1280 8 8 448 1 1 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 1280 8 8 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 2048 8 8 320 1 1 0 0 0 0 1 1 1 1 1 0 0,1,inception_v3
1 256 5 5 60 1 1 0 0 0 0 1 1 1 1 1 0 1,1,fasterrcnn_mobilenet_v3_large_320_fpn
1 128 24 24 768 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_s
1 160 30 30 960 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_m
1 960 12 12 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_s
1 256 12 12 1280 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_s
1 48 96 96 192 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_v2_s
1 192 48 48 64 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_s
1 256 7 7 512 1 1 0 0 0 0 1 1 1 1 1 0 1,1,maxvit_t
1 256 14 14 2048 1 1 0 0 0 0 1 1 1 1 1 0 0,1,maxvit_t
1 2048 14 14 2048 3 3 1 1 1 1 2 2 1 1 2048 0 0,1,maxvit_t
1 2048 7 7 2048 3 3 1 1 1 1 1 1 1 1 2048 0 0,1,maxvit_t
1 3 224 224 64 3 3 1 1 1 1 2 2 1 1 1 0 0,1,maxvit_t
1 64 112 112 64 3 3 1 1 1 1 1 1 1 1 1 0 1,1,maxvit_t
1 64 56 56 64 1 1 0 0 0 0 1 1 1 1 1 0 1,1,maxvit_t
1 64 112 112 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,maxvit_t
1 768 24 24 768 3 3 1 1 1 1 1 1 1 1 768 0 0,1,efficientnet_v2_s
1 768 24 24 160 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_s
1 1056 30 30 1056 3 3 1 1 1 1 2 2 1 1 1056 0 0,1,efficientnet_v2_m
1 512 15 15 1280 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_m
1 3 384 384 24 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_v2_s
1 24 192 192 96 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_v2_s
1 96 96 96 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_s
1 24 240 240 96 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_v2_m
1 96 120 120 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_m
1 48 56 56 48 5 5 2 2 2 2 2 2 1 1 48 0 0,1,mnasnet0_5
1 48 28 28 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_5
1 24 28 28 144 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_5
1 144 28 28 144 5 5 2 2 2 2 2 2 1 1 144 0 0,1,mnasnet0_5
1 144 14 14 40 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_5
1 1024 28 28 1024 3 3 1 1 1 1 2 2 1 1 1024 0 0,1,maxvit_t
1 64 48 48 256 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_s
1 256 48 48 256 3 3 1 1 1 1 2 2 1 1 256 0 0,1,efficientnet_v2_s
1 256 24 24 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_s
1 320 60 60 320 3 3 1 1 1 1 2 2 1 1 320 0 0,1,efficientnet_v2_m
1 320 1 1 20 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_v2_m
1 20 1 1 320 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_v2_m
1 320 30 30 160 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_m
1 1152 30 30 1152 3 3 1 1 1 1 1 1 1 1 1152 0 0,1,efficientnet_v2_l
1 1152 30 30 224 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_l
1 288 14 14 288 3 3 1 1 1 1 1 1 1 1 288 0 0,1,mnasnet0_5
1 288 14 14 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_5
1 576 7 7 576 3 3 1 1 1 1 1 1 1 1 576 0 0,1,mnasnet0_5
1 160 7 7 1280 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_5
1 16 112 112 8 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_5
1 8 112 112 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_5
1 24 112 112 24 3 3 1 1 1 1 2 2 1 1 24 0 0,1,mnasnet0_5
1 24 56 56 16 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_5
1 960 30 30 960 3 3 1 1 1 1 1 1 1 1 960 0 0,1,efficientnet_v2_m
1 960 30 30 176 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_m
1 24 112 112 24 3 3 1 1 1 1 1 1 1 1 24 0 0,1,mnasnet0_75
1 24 112 112 16 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_75
1 1344 30 30 1344 3 3 1 1 1 1 2 2 1 1 1344 0 0,1,efficientnet_v2_l
1 1344 15 15 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_l
1 2304 15 15 640 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_l
1 640 15 15 1280 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_l
1 3 480 480 24 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_v2_m
1 64 120 120 256 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_v2_l
1 256 60 60 96 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_l
1 72 28 28 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_75
1 192 28 28 192 5 5 2 2 2 2 2 2 1 1 192 0 0,1,mnasnet0_75
1 240 14 14 240 3 3 1 1 1 1 1 1 1 1 240 0 0,1,mnasnet0_5
1 240 14 14 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_5
1 48 120 120 192 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_v2_m
1 192 60 60 80 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_m
1 80 60 60 320 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_m
1 72 56 56 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet1_3
1 96 60 60 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_l
1 384 60 60 384 3 3 1 1 1 1 2 2 1 1 384 0 0,1,efficientnet_v2_l
1 384 1 1 24 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_v2_l
1 24 1 1 384 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_v2_l
1 384 30 30 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_l
1 192 30 30 1152 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_l
1 2304 19 19 2304 3 3 1 1 1 1 1 1 1 1 2304 0 0,1,efficientnet_b7
1 384 14 14 72 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_75
1 432 14 14 432 3 3 1 1 1 1 1 1 1 1 432 0 0,1,mnasnet0_75
1 432 14 14 72 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_75
1 432 14 14 432 5 5 2 2 2 2 2 2 1 1 432 0 0,1,mnasnet0_75
1 432 7 7 144 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_75
1 864 7 7 864 3 3 1 1 1 1 1 1 1 1 864 0 0,1,mnasnet0_75
1 864 7 7 240 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_75
1 240 7 7 1280 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet0_75
1 624 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet1_3
1 2304 19 19 640 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b7
1 640 19 19 2560 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b7
1 3 480 480 32 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_v2_l
1 32 240 240 128 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_v2_l
1 128 120 120 64 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_v2_l
1 480 75 75 480 3 3 1 1 1 1 2 2 1 1 480 0 0,1,efficientnet_b7
1 480 38 38 160 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b7
1 240 28 28 240 5 5 2 2 2 2 2 2 1 1 240 0 0,1,mnasnet1_0
1 576 14 14 576 5 5 2 2 2 2 2 2 1 1 576 0 0,1,mnasnet1_0
1 576 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet1_0
1 3 224 224 40 3 3 1 1 1 1 2 2 1 1 1 0 0,1,mnasnet1_3
1 40 112 112 40 3 3 1 1 1 1 1 1 1 1 40 0 0,1,mnasnet1_3
1 40 112 112 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet1_3
1 24 112 112 72 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet1_3
1 72 112 112 72 3 3 1 1 1 1 2 2 1 1 72 0 0,1,mnasnet1_3
1 384 14 14 96 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mobilenet_v2
1 576 14 14 576 3 3 1 1 1 1 2 2 1 1 576 0 0,1,mobilenet_v2
1 96 56 56 96 5 5 2 2 2 2 2 2 1 1 96 0 0,1,mnasnet1_3
1 960 38 38 960 5 5 2 2 2 2 1 1 1 1 960 0 0,1,efficientnet_b7
1 960 38 38 224 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b7
1 1344 38 38 1344 5 5 2 2 2 2 2 2 1 1 1344 0 0,1,efficientnet_b7
1 1344 19 19 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b7
1 3 600 600 64 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_b7
1 64 300 300 64 3 3 1 1 1 1 1 1 1 1 64 0 0,1,efficientnet_b7
1 64 1 1 16 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b7
1 16 1 1 64 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b7
1 96 28 28 56 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet1_3
1 56 28 28 336 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet1_3
1 336 28 28 336 5 5 2 2 2 2 2 2 1 1 336 0 0,1,mnasnet1_3
1 336 14 14 104 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet1_3
1 624 14 14 624 3 3 1 1 1 1 1 1 1 1 624 0 0,1,mnasnet1_3
1 768 14 14 768 5 5 2 2 2 2 2 2 1 1 768 0 0,1,mnasnet1_3
1 768 7 7 248 1 1 0 0 0 0 1 1 1 1 1 0 0,1,mnasnet1_3
1 64 300 300 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b7
1 32 300 300 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b7
