ID,Image batch,Image channel,Image height,Image width,Output depth,Output height,Output width,Filter height,Filter width,Padding top,Padding bottom,Padding left,Padding right,Stride height,Stride width,Dilation height,Dilation width,Grouped
0,1,3,256,256,24,128,128,3,3,1,1,1,1,2,2,1,1,1
1,1,24,128,128,32,128,128,3,3,1,1,1,1,1,1,1,1,1
2,1,32,128,128,64,128,128,3,3,1,1,1,1,1,1,1,1,1
3,1,3,224,224,768,14,14,16,16,0,0,0,0,16,16,1,1,1
4,1,3,384,384,768,24,24,16,16,0,0,0,0,16,16,1,1,1
5,1,3,224,224,1024,14,14,16,16,0,0,0,0,16,16,1,1,1
6,1,3,384,384,1024,24,24,16,16,0,0,0,0,16,16,1,1,1
7,1,3,512,512,1024,32,32,16,16,0,0,0,0,16,16,1,1,1
8,1,64,64,64,64,64,64,3,3,1,1,1,1,1,1,1,1,1
9,1,128,64,64,128,32,32,3,3,1,1,1,1,2,2,1,1,1
10,1,128,32,32,128,32,32,3,3,1,1,1,1,1,1,1,1,1
11,1,256,32,32,256,16,16,3,3,1,1,1,1,2,2,1,1,1
12,1,256,16,16,256,16,16,3,3,1,1,1,1,1,1,1,1,1
13,1,512,16,16,512,8,8,3,3,1,1,1,1,2,2,1,1,1
14,1,512,8,8,512,8,8,3,3,1,1,1,1,1,1,1,1,1
15,1,3,224,224,128,56,56,7,7,2,2,2,2,4,4,1,1,1
16,1,128,56,56,256,28,28,3,3,1,1,1,1,2,2,1,1,1
17,1,256,28,28,512,14,14,3,3,1,1,1,1,2,2,1,1,1
18,1,512,14,14,768,7,7,3,3,1,1,1,1,2,2,1,1,1
19,1,3,224,224,96,56,56,7,7,2,2,2,2,4,4,1,1,1
20,1,96,56,56,192,28,28,3,3,1,1,1,1,2,2,1,1,1
21,1,192,28,28,384,14,14,3,3,1,1,1,1,2,2,1,1,1
22,1,384,14,14,576,7,7,3,3,1,1,1,1,2,2,1,1,1
23,1,3,224,224,64,56,56,7,7,2,2,2,2,4,4,1,1,1
24,1,64,56,56,128,28,28,3,3,1,1,1,1,2,2,1,1,1
25,1,128,28,28,320,14,14,3,3,1,1,1,1,2,2,1,1,1
26,1,320,14,14,512,7,7,3,3,1,1,1,1,2,2,1,1,1
27,1,3,448,448,768,28,28,16,16,0,0,0,0,16,16,1,1,1
28,1,3,224,224,384,14,14,16,16,0,0,0,0,16,16,1,1,1
29,1,3,384,384,384,24,24,16,16,0,0,0,0,16,16,1,1,1
30,1,3,384,384,288,24,24,16,16,0,0,0,0,16,16,1,1,1
31,1,3,224,224,192,14,14,16,16,0,0,0,0,16,16,1,1,1
32,1,3,384,384,192,24,24,16,16,0,0,0,0,16,16,1,1,1
33,1,3,224,224,128,56,56,4,4,0,0,0,0,4,4,1,1,1
34,1,128,56,56,256,28,28,2,2,0,0,0,0,2,2,1,1,1
35,1,256,28,28,320,14,14,2,2,0,0,0,0,2,2,1,1,1
36,1,320,14,14,512,7,7,2,2,0,0,0,0,2,2,1,1,1
37,1,3,384,384,128,96,96,4,4,0,0,0,0,4,4,1,1,1
38,1,128,96,96,256,48,48,2,2,0,0,0,0,2,2,1,1,1
39,1,256,48,48,320,24,24,2,2,0,0,0,0,2,2,1,1,1
40,1,320,24,24,512,12,12,2,2,0,0,0,0,2,2,1,1,1
41,1,3,224,224,64,56,56,4,4,0,0,0,0,4,4,1,1,1
42,1,64,56,56,128,28,28,2,2,0,0,0,0,2,2,1,1,1
43,1,128,28,28,320,14,14,2,2,0,0,0,0,2,2,1,1,1
44,1,128,28,28,256,14,14,2,2,0,0,0,0,2,2,1,1,1
45,1,256,14,14,320,7,7,2,2,0,0,0,0,2,2,1,1,1
46,1,3,224,224,152,56,56,4,4,0,0,0,0,4,4,1,1,1
47,1,152,56,56,216,28,28,2,2,0,0,0,0,2,2,1,1,1
48,1,216,28,28,216,14,14,2,2,0,0,0,0,2,2,1,1,1
49,1,216,14,14,216,7,7,2,2,0,0,0,0,2,2,1,1,1
50,1,152,56,56,320,28,28,2,2,0,0,0,0,2,2,1,1,1
51,1,320,28,28,320,14,14,2,2,0,0,0,0,2,2,1,1,1
52,1,320,14,14,320,7,7,2,2,0,0,0,0,2,2,1,1,1
53,1,152,56,56,152,28,28,2,2,0,0,0,0,2,2,1,1,1
54,1,152,28,28,152,14,14,2,2,0,0,0,0,2,2,1,1,1
55,1,152,14,14,152,7,7,2,2,0,0,0,0,2,2,1,1,1
56,1,3,224,224,64,112,112,3,3,1,1,1,1,2,2,1,1,1
57,1,64,112,112,64,112,112,3,3,1,1,1,1,1,1,1,1,1
58,1,3,224,224,32,112,112,3,3,1,1,1,1,2,2,1,1,1
59,1,32,112,112,64,112,112,3,3,1,1,1,1,1,1,1,1,1
60,1,3,224,224,128,112,112,3,3,1,1,1,1,2,2,1,1,1
61,1,128,112,112,128,112,112,3,3,1,1,1,1,1,1,1,1,1
62,1,64,112,112,128,112,112,3,3,1,1,1,1,1,1,1,1,1
63,1,3,224,224,192,112,112,3,3,1,1,1,1,2,2,1,1,1
64,1,192,112,112,192,112,112,3,3,1,1,1,1,1,1,1,1,1
65,1,3,224,224,96,112,112,3,3,1,1,1,1,2,2,1,1,1
66,1,96,112,112,192,112,112,3,3,1,1,1,1,1,1,1,1,1
67,1,3,384,384,64,192,192,3,3,1,1,1,1,2,2,1,1,1
68,1,64,192,192,128,192,192,3,3,1,1,1,1,1,1,1,1,1
69,1,3,224,224,432,14,14,16,16,0,0,0,0,16,16,1,1,1
70,1,3,224,224,768,32,32,7,7,0,0,0,0,7,7,1,1,1
71,1,3,224,224,1024,16,16,14,14,0,0,0,0,14,14,1,1,1
72,1,3,224,224,1536,32,32,7,7,0,0,0,0,7,7,1,1,1
73,1,3,224,224,40,56,56,4,4,0,0,0,0,4,4,1,1,1
74,1,40,56,56,80,28,28,2,2,0,0,0,0,2,2,1,1,1
75,1,80,28,28,160,14,14,2,2,0,0,0,0,2,2,1,1,1
76,1,160,14,14,320,7,7,2,2,0,0,0,0,2,2,1,1,1
77,1,3,224,224,24,112,112,3,3,1,1,1,1,2,2,1,1,1
78,1,24,112,112,40,56,56,3,3,1,1,1,1,2,2,1,1,1
79,1,256,28,28,512,14,14,2,2,0,0,0,0,2,2,1,1,1
80,1,512,14,14,1024,7,7,2,2,0,0,0,0,2,2,1,1,1
81,1,3,224,224,48,56,56,4,4,0,0,0,0,4,4,1,1,1
82,1,48,56,56,96,28,28,2,2,0,0,0,0,2,2,1,1,1
83,1,96,28,28,192,14,14,2,2,0,0,0,0,2,2,1,1,1
84,1,192,14,14,384,7,7,2,2,0,0,0,0,2,2,1,1,1
85,1,24,112,112,48,56,56,3,3,1,1,1,1,2,2,1,1,1
86,1,3,224,224,192,56,56,4,4,0,0,0,0,4,4,1,1,1
87,1,192,56,56,384,28,28,2,2,0,0,0,0,2,2,1,1,1
88,1,384,28,28,768,14,14,2,2,0,0,0,0,2,2,1,1,1
89,1,768,14,14,1536,7,7,2,2,0,0,0,0,2,2,1,1,1
90,1,3,320,320,192,80,80,4,4,0,0,0,0,4,4,1,1,1
91,1,192,80,80,384,40,40,2,2,0,0,0,0,2,2,1,1,1
92,1,384,40,40,768,20,20,2,2,0,0,0,0,2,2,1,1,1
93,1,768,20,20,1536,10,10,2,2,0,0,0,0,2,2,1,1,1
94,1,3,224,224,80,56,56,4,4,0,0,0,0,4,4,1,1,1
95,1,80,56,56,160,28,28,2,2,0,0,0,0,2,2,1,1,1
96,1,160,28,28,320,14,14,2,2,0,0,0,0,2,2,1,1,1
97,1,320,14,14,640,7,7,2,2,0,0,0,0,2,2,1,1,1
98,1,3,224,224,80,112,112,3,3,1,1,1,1,2,2,1,1,1
99,1,80,112,112,80,56,56,3,3,1,1,1,1,2,2,1,1,1
100,1,256,14,14,512,7,7,2,2,0,0,0,0,2,2,1,1,1
101,1,3,224,224,32,112,112,3,3,1,1,1,1,2,2,1,1,1
102,1,32,112,112,64,56,56,3,3,1,1,1,1,2,2,1,1,1
103,1,3,224,224,96,56,56,4,4,0,0,0,0,4,4,1,1,1
104,1,96,56,56,192,28,28,2,2,0,0,0,0,2,2,1,1,1
105,1,192,28,28,384,14,14,2,2,0,0,0,0,2,2,1,1,1
106,1,384,14,14,768,7,7,2,2,0,0,0,0,2,2,1,1,1
107,1,3,224,224,256,56,56,4,4,0,0,0,0,4,4,1,1,1
108,1,256,56,56,512,28,28,2,2,0,0,0,0,2,2,1,1,1
109,1,512,28,28,1024,14,14,2,2,0,0,0,0,2,2,1,1,1
110,1,1024,14,14,2048,7,7,2,2,0,0,0,0,2,2,1,1,1
111,1,3,256,256,384,64,64,4,4,0,0,0,0,4,4,1,1,1
112,1,384,64,64,768,32,32,2,2,0,0,0,0,2,2,1,1,1
113,1,768,32,32,1536,16,16,2,2,0,0,0,0,2,2,1,1,1
114,1,1536,16,16,3072,8,8,2,2,0,0,0,0,2,2,1,1,1
115,1,3,224,224,32,56,56,4,4,0,0,0,0,4,4,1,1,1
116,1,32,56,56,64,28,28,2,2,0,0,0,0,2,2,1,1,1
117,1,64,28,28,128,14,14,2,2,0,0,0,0,2,2,1,1,1
118,1,128,14,14,256,7,7,2,2,0,0,0,0,2,2,1,1,1
119,1,32,112,112,32,56,56,3,3,1,1,1,1,2,2,1,1,1
120,1,3,384,384,352,96,96,4,4,0,0,0,0,4,4,1,1,1
121,1,352,96,96,704,48,48,2,2,0,0,0,0,2,2,1,1,1
122,1,704,48,48,1408,24,24,2,2,0,0,0,0,2,2,1,1,1
123,1,1408,24,24,2816,12,12,2,2,0,0,0,0,2,2,1,1,1
124,1,3,240,240,128,20,20,12,12,0,0,0,0,12,12,1,1,1
125,1,3,224,224,256,14,14,16,16,0,0,0,0,16,16,1,1,1
126,1,3,240,240,32,60,60,7,7,3,3,3,3,4,4,1,1,1
127,1,32,60,60,64,20,20,3,3,0,0,0,0,3,3,1,1,1
128,1,64,20,20,128,20,20,3,3,1,1,1,1,1,1,1,1,1
129,1,3,224,224,64,56,56,7,7,3,3,3,3,4,4,1,1,1
130,1,128,28,28,256,14,14,3,3,1,1,1,1,2,2,1,1,1
131,1,3,240,240,192,20,20,12,12,0,0,0,0,12,12,1,1,1
132,1,3,240,240,48,60,60,7,7,3,3,3,3,4,4,1,1,1
133,1,48,60,60,96,20,20,3,3,0,0,0,0,3,3,1,1,1
134,1,96,20,20,192,20,20,3,3,1,1,1,1,1,1,1,1,1
135,1,3,224,224,96,56,56,7,7,3,3,3,3,4,4,1,1,1
136,1,3,408,408,48,102,102,7,7,3,3,3,3,4,4,1,1,1
137,1,48,102,102,96,34,34,3,3,0,0,0,0,3,3,1,1,1
138,1,96,34,34,192,34,34,3,3,1,1,1,1,1,1,1,1,1
139,1,3,384,384,96,96,96,7,7,3,3,3,3,4,4,1,1,1
140,1,96,96,96,192,48,48,3,3,1,1,1,1,2,2,1,1,1
141,1,192,48,48,384,24,24,3,3,1,1,1,1,2,2,1,1,1
142,1,3,240,240,224,20,20,12,12,0,0,0,0,12,12,1,1,1
143,1,3,224,224,448,14,14,16,16,0,0,0,0,16,16,1,1,1
144,1,3,240,240,56,60,60,7,7,3,3,3,3,4,4,1,1,1
145,1,56,60,60,112,20,20,3,3,0,0,0,0,3,3,1,1,1
146,1,112,20,20,224,20,20,3,3,1,1,1,1,1,1,1,1,1
147,1,3,224,224,112,56,56,7,7,3,3,3,3,4,4,1,1,1
148,1,112,56,56,224,28,28,3,3,1,1,1,1,2,2,1,1,1
149,1,224,28,28,448,14,14,3,3,1,1,1,1,2,2,1,1,1
150,1,3,408,408,56,102,102,7,7,3,3,3,3,4,4,1,1,1
151,1,56,102,102,112,34,34,3,3,0,0,0,0,3,3,1,1,1
152,1,112,34,34,224,34,34,3,3,1,1,1,1,1,1,1,1,1
153,1,3,384,384,112,96,96,7,7,3,3,3,3,4,4,1,1,1
154,1,112,96,96,224,48,48,3,3,1,1,1,1,2,2,1,1,1
155,1,224,48,48,448,24,24,3,3,1,1,1,1,2,2,1,1,1
156,1,3,240,240,384,20,20,12,12,0,0,0,0,12,12,1,1,1
157,1,3,240,240,96,20,20,12,12,0,0,0,0,12,12,1,1,1
158,1,3,256,256,64,128,128,6,6,2,2,2,2,2,2,1,1,1
159,1,64,128,128,64,64,64,3,3,1,1,1,1,2,2,1,1,1
160,1,3,256,256,48,128,128,6,6,2,2,2,2,2,2,1,1,1
161,1,48,128,128,48,64,64,3,3,1,1,1,1,2,2,1,1,1
162,1,48,64,64,48,64,64,3,3,1,1,1,1,1,1,1,1,1
163,1,96,64,64,96,32,32,3,3,1,1,1,1,2,2,1,1,1
164,1,96,32,32,96,32,32,3,3,1,1,1,1,1,1,1,1,1
165,1,192,32,32,192,16,16,3,3,1,1,1,1,2,2,1,1,1
166,1,192,16,16,192,16,16,3,3,1,1,1,1,1,1,1,1,1
167,1,384,16,16,384,8,8,3,3,1,1,1,1,2,2,1,1,1
168,1,384,8,8,384,8,8,3,3,1,1,1,1,1,1,1,1,1
169,1,3,256,256,32,128,128,6,6,2,2,2,2,2,2,1,1,1
170,1,32,128,128,32,64,64,3,3,1,1,1,1,2,2,1,1,1
171,1,32,64,64,32,64,64,3,3,1,1,1,1,1,1,1,1,1
172,1,64,64,64,64,32,32,3,3,1,1,1,1,2,2,1,1,1
173,1,64,32,32,64,32,32,3,3,1,1,1,1,1,1,1,1,1
174,1,128,32,32,128,16,16,3,3,1,1,1,1,2,2,1,1,1
175,1,128,16,16,128,16,16,3,3,1,1,1,1,1,1,1,1,1
176,1,256,16,16,256,8,8,3,3,1,1,1,1,2,2,1,1,1
177,1,256,8,8,256,8,8,3,3,1,1,1,1,1,1,1,1,1
178,1,3,256,256,80,128,128,6,6,2,2,2,2,2,2,1,1,1
179,1,80,128,128,80,64,64,3,3,1,1,1,1,2,2,1,1,1
180,1,80,64,64,80,64,64,3,3,1,1,1,1,1,1,1,1,1
181,1,160,64,64,160,32,32,3,3,1,1,1,1,2,2,1,1,1
182,1,160,32,32,160,32,32,3,3,1,1,1,1,1,1,1,1,1
183,1,320,32,32,320,16,16,3,3,1,1,1,1,2,2,1,1,1
184,1,320,16,16,320,16,16,3,3,1,1,1,1,1,1,1,1,1
185,1,640,16,16,640,8,8,3,3,1,1,1,1,2,2,1,1,1
186,1,640,8,8,640,8,8,3,3,1,1,1,1,1,1,1,1,1
187,1,3,256,256,32,128,128,3,3,1,1,1,1,2,2,1,1,1
188,1,24,128,128,48,128,128,3,3,1,1,1,1,1,1,1,1,1
189,1,3,256,256,16,128,128,3,3,1,1,1,1,2,2,1,1,1
190,1,16,128,128,32,128,128,3,3,1,1,1,1,1,1,1,1,1
191,1,3,256,256,40,128,128,3,3,1,1,1,1,2,2,1,1,1
192,1,40,128,128,80,128,128,3,3,1,1,1,1,1,1,1,1,1
193,1,80,64,64,120,64,64,3,3,1,1,1,1,1,1,1,1,1
194,1,160,32,32,240,32,32,3,3,1,1,1,1,1,1,1,1,1
195,1,320,16,16,480,16,16,3,3,1,1,1,1,1,1,1,1,1
196,1,640,8,8,960,8,8,3,3,1,1,1,1,1,1,1,1,1
197,1,256,64,64,256,32,32,3,3,1,1,1,1,2,2,1,1,1
198,1,3,256,256,32,256,256,3,3,1,1,1,1,1,1,1,1,1
199,1,32,256,256,64,128,128,3,3,1,1,1,1,2,2,1,1,1
200,1,64,128,128,128,64,64,3,3,1,1,1,1,2,2,1,1,1
201,1,128,64,64,256,32,32,3,3,1,1,1,1,2,2,1,1,1
202,1,256,32,32,512,16,16,3,3,1,1,1,1,2,2,1,1,1
203,1,512,16,16,1024,8,8,3,3,1,1,1,1,2,2,1,1,1
204,1,3,256,256,64,128,128,7,7,3,3,3,3,2,2,1,1,1
205,1,32,128,128,32,128,128,3,3,1,1,1,1,1,1,1,1,1
206,1,512,32,32,512,16,16,3,3,1,1,1,1,2,2,1,1,1
207,1,1024,16,16,1024,8,8,3,3,1,1,1,1,2,2,1,1,1
208,1,64,64,64,128,64,64,3,3,1,1,1,1,1,1,1,1,1
209,1,128,32,32,256,32,32,3,3,1,1,1,1,1,1,1,1,1
210,1,256,16,16,512,16,16,3,3,1,1,1,1,1,1,1,1,1
211,1,512,8,8,1024,8,8,3,3,1,1,1,1,1,1,1,1,1
212,1,3,224,224,128,56,56,7,7,3,3,3,3,4,4,1,1,1
213,1,3,768,768,128,192,192,7,7,3,3,3,3,4,4,1,1,1
214,1,128,192,192,256,96,96,3,3,1,1,1,1,2,2,1,1,1
215,1,256,96,96,512,48,48,3,3,1,1,1,1,2,2,1,1,1
216,1,512,48,48,1024,24,24,3,3,1,1,1,1,2,2,1,1,1
217,1,3,224,224,384,56,56,7,7,3,3,3,3,4,4,1,1,1
218,1,384,56,56,768,28,28,2,2,0,0,0,0,2,2,1,1,1
219,1,768,28,28,1536,14,14,2,2,0,0,0,0,2,2,1,1,1
220,1,1536,14,14,3072,7,7,2,2,0,0,0,0,2,2,1,1,1
221,1,3,224,224,256,56,56,7,7,3,3,3,3,4,4,1,1,1
222,1,3,768,768,256,192,192,7,7,3,3,3,3,4,4,1,1,1
223,1,256,192,192,512,96,96,3,3,1,1,1,1,2,2,1,1,1
224,1,512,96,96,1024,48,48,3,3,1,1,1,1,2,2,1,1,1
225,1,1024,48,48,2048,24,24,3,3,1,1,1,1,2,2,1,1,1
226,1,3,224,224,192,56,56,7,7,3,3,3,3,4,4,1,1,1
227,1,3,224,224,1280,16,16,14,14,0,0,0,0,14,14,1,1,1
228,1,3,224,224,512,14,14,16,16,0,0,0,0,16,16,1,1,1
229,1,3,224,224,64,112,112,7,7,3,3,3,3,2,2,1,1,1
230,1,128,56,56,32,56,56,3,3,1,1,1,1,1,1,1,1,1
231,1,128,28,28,32,28,28,3,3,1,1,1,1,1,1,1,1,1
232,1,128,14,14,32,14,14,3,3,1,1,1,1,1,1,1,1,1
233,1,128,7,7,32,7,7,3,3,1,1,1,1,1,1,1,1,1
234,1,3,224,224,96,112,112,7,7,3,3,3,3,2,2,1,1,1
235,1,192,56,56,48,56,56,3,3,1,1,1,1,1,1,1,1,1
236,1,192,28,28,48,28,28,3,3,1,1,1,1,1,1,1,1,1
237,1,192,14,14,48,14,14,3,3,1,1,1,1,1,1,1,1,1
238,1,192,7,7,48,7,7,3,3,1,1,1,1,1,1,1,1,1
239,1,3,224,224,48,112,112,3,3,1,1,1,1,2,2,1,1,1
240,1,48,112,112,48,112,112,3,3,1,1,1,1,1,1,1,1,1
241,1,48,112,112,96,112,112,3,3,1,1,1,1,1,1,1,1,1
242,1,32,112,112,32,112,112,3,3,1,1,1,1,1,1,1,1,1
243,1,3,224,224,16,224,224,7,7,3,3,3,3,1,1,1,1,1
244,1,16,224,224,16,224,224,3,3,1,1,1,1,1,1,1,1,1
245,1,16,224,224,32,112,112,3,3,1,1,1,1,2,2,1,1,1
246,1,32,112,112,64,56,56,3,3,1,1,1,1,2,2,1,1,1
247,1,64,56,56,64,56,56,3,3,1,1,1,1,1,1,1,1,1
248,1,64,56,56,128,28,28,3,3,1,1,1,1,2,2,1,1,1
249,1,128,28,28,128,28,28,3,3,1,1,1,1,1,1,1,1,1
250,1,128,28,28,256,14,14,3,3,1,1,1,1,2,2,1,1,1
251,1,256,14,14,256,14,14,3,3,1,1,1,1,1,1,1,1,1
252,1,256,14,14,512,7,7,3,3,1,1,1,1,2,2,1,1,1
253,1,512,7,7,512,7,7,3,3,1,1,1,1,1,1,1,1,1
254,1,32,112,112,32,56,56,3,3,1,1,1,1,2,2,1,1,1
255,1,32,56,56,32,56,56,3,3,1,1,1,1,1,1,1,1,1
256,1,32,56,56,32,28,28,3,3,1,1,1,1,2,2,1,1,1
257,1,32,28,28,32,28,28,3,3,1,1,1,1,1,1,1,1,1
258,1,64,28,28,64,14,14,3,3,1,1,1,1,2,2,1,1,1
259,1,64,14,14,64,14,14,3,3,1,1,1,1,1,1,1,1,1
260,1,128,14,14,128,7,7,3,3,1,1,1,1,2,2,1,1,1
261,1,128,7,7,128,7,7,3,3,1,1,1,1,1,1,1,1,1
262,1,64,112,112,64,56,56,3,3,1,1,1,1,2,2,1,1,1
263,1,128,56,56,128,28,28,3,3,1,1,1,1,2,2,1,1,1
264,1,256,28,28,256,14,14,3,3,1,1,1,1,2,2,1,1,1
265,1,512,14,14,512,7,7,3,3,1,1,1,1,2,2,1,1,1
266,1,28,112,112,28,56,56,3,3,1,1,1,1,2,2,1,1,1
267,1,28,56,56,28,56,56,3,3,1,1,1,1,1,1,1,1,1
268,1,56,56,56,56,28,28,3,3,1,1,1,1,2,2,1,1,1
269,1,56,28,28,56,28,28,3,3,1,1,1,1,1,1,1,1,1
270,1,112,28,28,112,14,14,3,3,1,1,1,1,2,2,1,1,1
271,1,112,14,14,112,14,14,3,3,1,1,1,1,1,1,1,1,1
272,1,224,14,14,224,7,7,3,3,1,1,1,1,2,2,1,1,1
273,1,224,7,7,224,7,7,3,3,1,1,1,1,1,1,1,1,1
274,1,3,192,192,16,96,96,3,3,0,0,0,0,2,2,1,1,1
275,1,16,96,96,32,96,96,3,3,1,1,1,1,1,1,1,1,1
276,1,32,96,96,64,96,96,3,3,1,1,1,1,1,1,1,1,1
277,1,64,96,96,128,48,48,3,3,0,0,0,0,2,2,1,1,1
278,1,128,48,48,128,48,48,3,3,1,1,1,1,1,1,1,1,1
279,1,3,224,224,16,112,112,3,3,0,0,0,0,2,2,1,1,1
280,1,16,112,112,32,112,112,3,3,1,1,1,1,1,1,1,1,1
281,1,32,112,112,64,112,112,3,3,1,1,1,1,1,1,1,1,1
282,1,64,112,112,128,56,56,3,3,0,0,0,0,2,2,1,1,1
283,1,128,56,56,128,56,56,3,3,1,1,1,1,1,1,1,1,1
284,1,3,256,256,16,128,128,3,3,0,0,0,0,2,2,1,1,1
285,1,16,128,128,32,128,128,3,3,1,1,1,1,1,1,1,1,1
286,1,32,128,128,64,128,128,3,3,1,1,1,1,1,1,1,1,1
287,1,64,128,128,128,64,64,3,3,0,0,0,0,2,2,1,1,1
288,1,128,64,64,128,64,64,3,3,1,1,1,1,1,1,1,1,1
289,1,3,320,320,16,160,160,3,3,0,0,0,0,2,2,1,1,1
290,1,16,160,160,32,160,160,3,3,1,1,1,1,1,1,1,1,1
291,1,32,160,160,64,160,160,3,3,1,1,1,1,1,1,1,1,1
292,1,64,160,160,128,80,80,3,3,0,0,0,0,2,2,1,1,1
293,1,128,80,80,128,80,80,3,3,1,1,1,1,1,1,1,1,1
294,1,3,384,384,16,192,192,3,3,0,0,0,0,2,2,1,1,1
295,1,16,192,192,32,192,192,3,3,1,1,1,1,1,1,1,1,1
296,1,32,192,192,64,192,192,3,3,1,1,1,1,1,1,1,1,1
297,1,64,192,192,128,96,96,3,3,0,0,0,0,2,2,1,1,1
298,1,128,96,96,128,96,96,3,3,1,1,1,1,1,1,1,1,1
299,1,3,416,416,16,208,208,3,3,0,0,0,0,2,2,1,1,1
300,1,16,208,208,32,208,208,3,3,1,1,1,1,1,1,1,1,1
301,1,32,208,208,64,208,208,3,3,1,1,1,1,1,1,1,1,1
302,1,64,208,208,128,104,104,3,3,0,0,0,0,2,2,1,1,1
303,1,128,104,104,128,104,104,3,3,1,1,1,1,1,1,1,1,1
304,1,3,448,448,16,224,224,3,3,0,0,0,0,2,2,1,1,1
305,1,16,224,224,32,224,224,3,3,1,1,1,1,1,1,1,1,1
306,1,32,224,224,64,224,224,3,3,1,1,1,1,1,1,1,1,1
307,1,64,224,224,128,112,112,3,3,0,0,0,0,2,2,1,1,1
308,1,128,112,112,128,112,112,3,3,1,1,1,1,1,1,1,1,1
309,1,3,224,224,10,112,112,3,3,1,1,1,1,2,2,1,1,1
310,1,3,224,224,128,112,112,7,7,3,3,3,3,2,2,1,1,1
311,1,3,224,224,16,112,112,3,3,1,1,1,1,2,2,1,1,1
312,1,64,112,112,128,56,56,3,3,1,1,1,1,2,2,1,1,1
313,1,64,56,56,64,56,56,3,3,1,1,1,1,1,1,1,1,1
314,1,3,256,256,16,128,128,3,3,1,1,1,1,2,2,1,1,1
315,1,64,128,128,128,64,64,3,3,1,1,1,1,2,2,1,1,1
316,1,64,64,64,64,64,64,3,3,1,1,1,1,1,1,1,1,1
317,1,3,320,320,16,160,160,3,3,1,1,1,1,2,2,1,1,1
318,1,64,160,160,128,80,80,3,3,1,1,1,1,2,2,1,1,1
319,1,64,80,80,64,80,80,3,3,1,1,1,1,1,1,1,1,1
320,1,3,352,352,16,176,176,3,3,1,1,1,1,2,2,1,1,1
321,1,16,176,176,32,176,176,3,3,1,1,1,1,1,1,1,1,1
322,1,32,176,176,64,176,176,3,3,1,1,1,1,1,1,1,1,1
323,1,64,176,176,128,88,88,3,3,1,1,1,1,2,2,1,1,1
324,1,64,88,88,64,88,88,3,3,1,1,1,1,1,1,1,1,1
325,1,32,128,128,64,64,64,3,3,1,1,1,1,2,2,1,1,1
326,1,384,32,32,384,16,16,3,3,1,1,1,1,2,2,1,1,1
327,1,384,16,16,384,16,16,3,3,1,1,1,1,1,1,1,1,1
328,1,64,112,112,128,56,56,3,3,1,1,1,1,2,2,1,1,1
329,1,128,56,56,128,56,56,3,3,1,1,1,1,1,1,1,1,1
330,1,256,28,28,160,28,28,3,3,1,1,1,1,1,1,1,1,1
331,1,160,28,28,160,28,28,3,3,1,1,1,1,1,1,1,1,1
332,1,512,14,14,192,14,14,3,3,1,1,1,1,1,1,1,1,1
333,1,192,14,14,192,14,14,3,3,1,1,1,1,1,1,1,1,1
334,1,768,14,14,192,14,14,3,3,1,1,1,1,1,1,1,1,1
335,1,768,7,7,224,7,7,3,3,1,1,1,1,1,1,1,1,1
336,1,1024,7,7,224,7,7,3,3,1,1,1,1,1,1,1,1,1
337,1,47,56,56,18,56,56,3,3,1,1,1,1,1,1,1,1,1
338,1,52,56,56,22,56,56,3,3,1,1,1,1,1,1,1,1,1
339,1,64,56,56,35,56,56,3,3,1,1,1,1,1,1,1,1,1
340,1,85,56,56,37,28,28,3,3,1,1,1,1,2,2,1,1,1
341,1,107,28,28,80,28,28,3,3,1,1,1,1,1,1,1,1,1
342,1,120,28,28,85,28,28,3,3,1,1,1,1,1,1,1,1,1
343,1,125,28,28,87,28,28,3,3,1,1,1,1,1,1,1,1,1
344,1,198,28,28,126,14,14,3,3,1,1,1,1,2,2,1,1,1
345,1,255,14,14,232,14,14,3,3,1,1,1,1,1,1,1,1,1
346,1,256,14,14,233,14,14,3,3,1,1,1,1,1,1,1,1,1
347,1,253,14,14,235,14,14,3,3,1,1,1,1,1,1,1,1,1
348,1,256,14,14,225,14,14,3,3,1,1,1,1,1,1,1,1,1
349,1,256,14,14,239,14,14,3,3,1,1,1,1,1,1,1,1,1
350,1,492,14,14,237,7,7,3,3,1,1,1,1,2,2,1,1,1
351,1,512,7,7,500,7,7,3,3,1,1,1,1,1,1,1,1,1
352,1,512,7,7,490,7,7,3,3,1,1,1,1,1,1,1,1,1
353,1,45,56,56,25,56,56,3,3,1,1,1,1,1,1,1,1,1
354,1,53,56,56,20,56,56,3,3,1,1,1,1,1,1,1,1,1
355,1,60,56,56,27,56,56,3,3,1,1,1,1,1,1,1,1,1
356,1,81,56,56,24,28,28,3,3,1,1,1,1,2,2,1,1,1
357,1,93,28,28,49,28,28,3,3,1,1,1,1,1,1,1,1,1
358,1,102,28,28,54,28,28,3,3,1,1,1,1,1,1,1,1,1
359,1,122,28,28,78,28,28,3,3,1,1,1,1,1,1,1,1,1
360,1,101,28,28,25,14,14,3,3,1,1,1,1,2,2,1,1,1
361,1,239,14,14,160,14,14,3,3,1,1,1,1,1,1,1,1,1
362,1,234,14,14,156,14,14,3,3,1,1,1,1,1,1,1,1,1
363,1,250,14,14,176,14,14,3,3,1,1,1,1,1,1,1,1,1
364,1,253,14,14,191,14,14,3,3,1,1,1,1,1,1,1,1,1
