conv_parameters,occurences,models
1 576 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,40,densenet264d regnetz_b16 regnetz_b16_evos mixnet_xxl densenet161 haloregnetz_b
1 624 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 672 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 720 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 768 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,18,efficientvit_b2 densenet264d mixnet_xl densenet161 mobilenet_edgetpu_v2_l visformer_tiny mobilenet_edgetpu_v2_m
1 816 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 864 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 912 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 960 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1008 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,3,densenet161 densenet264d rexnetr_200
1 1056 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,3,rexnetr_150 densenet161 densenet264d
1 1104 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1152 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1200 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1248 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1296 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1344 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1392 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1440 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1488 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1536 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1584 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1632 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1680 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1728 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1776 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1824 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1872 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1920 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1968 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 2016 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 2064 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 2112 14 14 1056 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet161
1 1056 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet161
1 192 7 7 48 7 7 3 3 1 1 1 1 1 1 1 1 1 False False,72,densenet161 densenet264d
1 1104 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet161
1 1152 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,50,mobilenetv2_120d efficientnet_blur_b0 hardcorenas_e hardcorenas_c efficientnet_b0 efficientnet_b0_g16_evos efficientnet_b0_g8_gn hardcorenas_b efficientnet_es_pruned tf_efficientnet_lite0 efficientnet_lite0 mnasnet_100 hardcorenas_d hardcorenas_f tf_efficientnet_es efficientnet_b0_gn spnasnet_100 hardcorenas_a tf_efficientnet_b0 efficientnet_es densenet161
1 1200 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet161
1 1248 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet161
1 1296 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet161
1 1344 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet161
1 1392 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet161
1 1440 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet161
1 1488 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet161
1 1536 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,4,efficientnet_es tf_efficientnet_es densenet161 efficientnet_es_pruned
1 1584 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet161
1 1632 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet161
1 1680 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet161
1 1728 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1776 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1824 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1872 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1920 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1968 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 2016 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 2064 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 2112 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 2160 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet161 densenet264d
1 1024 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,4,hgnetv2_b3 densenet201 densenet169
1 1056 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1088 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1120 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1152 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1184 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1216 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1248 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1280 14 14 640 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,12,levit_conv_512_s8 densenet169 dpn98 dpn131
1 1024 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1056 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1088 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1120 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1152 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1184 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1216 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1248 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1280 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1312 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1344 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1376 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1408 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1440 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1472 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1504 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1536 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,6,densenet201 densenet169 ghostnetv2_160
1 1568 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1600 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1632 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,2,densenet201 densenet169
1 1280 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1312 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1344 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1376 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1408 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1440 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1472 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1504 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1536 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1568 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1600 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1632 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1664 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1696 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1728 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1760 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1792 14 14 896 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1664 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1696 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1728 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1760 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1792 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1824 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1856 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 1888 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet201
1 3 224 224 48 112 112 3 3 1 1 1 1 2 2 1 1 1 False False,17,levit_384 densenet264d xcit_small_24_p16_224 rexnetr_150 levit_conv_384 rexnet_150 tiny_vit_21m_224 mobilenetv2_140 hgnet_tiny xcit_tiny_24_p8_224 mnasnet_140 xcit_tiny_12_p8_224 repvgg_a0 mobileone_s0 xcit_small_12_p16_224 hgnetv2_b6 semnasnet_140
1 48 112 112 48 112 112 3 3 1 1 1 1 1 1 1 1 1 False False,2,hgnet_tiny densenet264d
1 48 112 112 96 112 112 3 3 1 1 1 1 1 1 1 1 1 False False,2,hgnet_tiny densenet264d
1 2112 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2160 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2208 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2256 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2304 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2352 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2400 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2448 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2496 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2544 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2592 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2640 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2688 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2736 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2784 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2832 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2880 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2928 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2976 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3024 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3072 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3120 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3168 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3216 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3264 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3312 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3360 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3408 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3456 14 14 1728 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2208 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2256 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2304 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2352 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2400 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2448 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2496 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2544 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2592 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2640 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2688 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2736 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2784 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2832 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2880 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2928 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 2976 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3024 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3072 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3120 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3168 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3216 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3264 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3312 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3360 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3408 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3456 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3504 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3552 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3600 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3648 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3696 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3744 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3792 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3840 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3888 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3936 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 3984 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,densenet264d
1 32 112 112 32 112 112 3 3 1 1 1 1 1 1 1 1 1 False False,49,ecaresnet50d_pruned resnet152c resnetv2_50d_evos resnest50d_4s2x40d seresnext26d_32x4d resnetaa101d seresnetaa50d resnetv2_50d_frn resnet50_clip resnest14d resnetv2_50d vit_small_resnet26d_224 vit_base_resnet50d_224 vit_base_resnet26d_224 resnetv2_101d efficientvit_l1 vit_small_resnet50d_s16_224 resnest50d_1s4x24d resnet50_clip_gap resnet50c resnet18d ecaresnet101d_pruned resnet101c resnetaa50d efficientvit_l2 ecaresnet101d resnetblur101d resnet26d resnetv2_34d ecaresnet50d resnetv2_152d resnet50d res2net50d resnetaa34d resnet34d resnetv2_18d resnet101_clip densenetblur121d skresnet50d resnetv2_50d_gn resnest50d resnetblur50d resnext50d_32x4d resnest26d resnet101_clip_gap res2net101d seresnext101d_32x8d
1 3 224 224 16 224 224 7 7 3 3 3 3 1 1 1 1 1 False False,12,dla60x_c dla46x_c dla102x dla60 dla102 dla60_res2next dla169 dla102x2 dla46_c dla60_res2net dla60x dla34
1 16 224 224 16 224 224 3 3 1 1 1 1 1 1 1 1 1 False False,12,dla60x_c dla46x_c dla102x dla60 dla102 dla60_res2next dla169 dla102x2 dla46_c dla60_res2net dla60x dla34
1 16 224 224 32 112 112 3 3 1 1 1 1 2 2 1 1 1 False False,12,dla60x_c dla46x_c dla102x dla60 dla102 dla60_res2next dla169 dla102x2 dla46_c dla60_res2net dla60x dla34
1 32 56 56 64 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,22,dla60x_c hgnetv2_b0 dla46x_c regnetx_004_tv regnetx_004 selecsls42b selecsls60 dla46_c selecsls84 selecsls60b lcnet_100 selecsls42 hgnetv2_b5 hgnetv2_b1 dla34
1 32 112 112 64 56 56 3 3 1 1 1 1 2 2 1 1 1 False False,17,levit_256d tiny_vit_5m_224 levit_256 levit_conv_256d levit_conv_256 repvit_m3 repvit_m2 repvit_m1_5 xcit_nano_12_p8_224 selecsls60 selecsls84 repvit_m1_1 tiny_vit_11m_224 selecsls60b selecsls42 selecsls42b dla34
1 64 56 56 64 56 56 3 3 1 1 1 1 1 1 1 1 1 False False,368,hrnet_w44 legacy_seresnet34 resnetblur50 selecsls60 seresnet34 skresnet18 hrnet_w18 vit_base_resnet26d_224 resnetv2_101d resnetv2_50 resnet18d resnetaa50d resnet50s resnetv2_50t hrnet_w48 hgnetv2_b5 resnetaa34d resnet34d resnet101_clip resnet101_clip_gap legacy_seresnet101 dla60 repvgg_b0 resnet101 hrnet_w32 resnetblur18 hrnet_w64 dla34 hrnet_w18_ssld seresnet101 resnet50_clip_gap resnetv2_18 resnet50t tresnet_v2_l ecaresnet101d resnet26d dla102 ecaresnet50d dla169 legacy_seresnet152 hrnet_w48_ssld legacy_seresnet18 resnetblur50d resnetv2_18d ese_vovnet19b_slim resnetv2_152 resnet152c resnetaa101d seresnetaa50d vit_small_r26_s32_224 resnetv2_50d resnetv2_34 resnet50 vit_large_r50_s32_224 seresnet50 vit_small_resnet50d_s16_224 resnet152 resnet101c selecsls60b selecsls42 resnet101s tresnet_m resnet152s resnet34 selecsls84 vit_small_resnet26d_224 repvgg_a1 seresnet152 resnetv2_50d_evos seresnet18 seresnet50t resnetv2_50d_frn hrnet_w18_small_v2 resnet50_clip resnetaa50 resnetv2_50x1_bit selecsls42b vit_base_resnet50d_224 resnet200 skresnet34 vit_base_r26_s32_224 hrnet_w40 resnet50c resnetblur101d resnetv2_34d resnetv2_152d resnet50d resnet50_gn resnetv2_101 vit_base_r50_s16_224 resnet18 resnet26 resnetv2_50d_gn hrnet_w30 legacy_seresnet50 ecaresnetlight
1 64 56 56 128 28 28 3 3 1 1 1 1 2 2 1 1 1 False False,33,legacy_seresnet34 skresnet50 levit_conv_256 gcvit_xxtiny xcit_nano_12_p8_224 repvgg_b0 seresnet18 resnetv2_34 hrnet_w64 seresnet34 dla34 gcvit_tiny resnet18d resnetv2_18 gcvit_xtiny levit_256d resnetv2_34d resnet18 legacy_seresnet18 resnet34d levit_256 levit_conv_256d skresnet50d resnet34 resnetv2_18d repvgg_a1
1 128 28 28 128 28 28 3 3 1 1 1 1 1 1 1 1 1 False False,402,legacy_seresnet34 resnetblur50 selecsls60 seresnet34 skresnet18 vit_base_resnet26d_224 resnetv2_101d resnetv2_50 resnet18d resnetaa50d resnet50s resnetv2_50t hgnetv2_b5 resnetaa34d resnet34d resnet101_clip resnet101_clip_gap legacy_seresnet101 dla60 repvgg_b0 resnet101 resnetblur18 hrnet_w64 dla34 seresnet101 resnet50_clip_gap resnetv2_18 resnet50t tresnet_v2_l ecaresnet101d resnet26d dla102 ecaresnet50d dla169 hgnet_tiny legacy_seresnet152 legacy_seresnet18 resnetblur50d resnetv2_18d resnetv2_152 resnet152c resnetaa101d seresnetaa50d vit_small_r26_s32_224 resnetv2_34 resnetv2_50d resnet50 vit_large_r50_s32_224 seresnet50 vit_small_resnet50d_s16_224 resnet152 resnet101c selecsls60b resnet101s tresnet_m resnet152s resnet34 vit_small_resnet26d_224 repvgg_a1 seresnet152 resnetv2_50d_evos seresnet18 seresnet50t resnetv2_50d_frn resnet50_clip resnetv2_50x1_bit resnetaa50 vit_base_resnet50d_224 resnet200 skresnet34 vit_base_r26_s32_224 resnet50c resnetblur101d resnetv2_34d resnetv2_152d resnet50d resnet50_gn resnetv2_101 vit_base_r50_s16_224 resnet18 resnet26 resnetv2_50d_gn legacy_seresnet50
1 128 28 28 256 14 14 3 3 1 1 1 1 2 2 1 1 1 False False,32,legacy_seresnet34 skresnet50 levit_conv_256 gcvit_xxtiny repvgg_b0 seresnet18 resnetv2_34 hrnet_w64 seresnet34 dla34 gcvit_tiny resnet18d resnetv2_18 gcvit_xtiny levit_256d resnetv2_34d resnet18 legacy_seresnet18 resnet34d levit_256 levit_conv_256d skresnet50d resnet34 resnetv2_18d repvgg_a1
1 256 14 14 256 14 14 3 3 1 1 1 1 1 1 1 1 1 False False,1006,legacy_seresnet34 resnetblur50 seresnet34 skresnet18 vit_base_resnet26d_224 resnetv2_101d resnetv2_50 resnet18d resnetaa50d resnet50s resnetv2_50t resnetaa34d resnet34d resnet101_clip resnet101_clip_gap legacy_seresnet101 dla60 repvgg_b0 resnet101 resnetblur18 hrnet_w64 dla34 seresnet101 resnet50_clip_gap resnetv2_18 resnet50t tresnet_v2_l ecaresnet101d resnet26d dla102 ecaresnet50d dla169 legacy_seresnet152 legacy_seresnet18 resnetblur50d resnetv2_18d resnetv2_152 resnet152c resnetaa101d seresnetaa50d vit_small_r26_s32_224 resnetv2_34 resnetv2_50d resnet50 vit_large_r50_s32_224 seresnet50 vit_small_resnet50d_s16_224 resnet152 resnet101c resnet101s tresnet_m resnet152s resnet34 vit_small_resnet26d_224 repvgg_a1 seresnet152 resnetv2_50d_evos seresnet18 seresnet50t resnetv2_50d_frn resnet50_clip resnetv2_50x1_bit resnetaa50 vit_base_resnet50d_224 resnet200 skresnet34 vit_base_r26_s32_224 resnet50c resnetblur101d hgnet_base resnetv2_34d resnetv2_152d resnet50d resnet50_gn resnetv2_101 vit_base_r50_s16_224 resnet18 resnet26 resnetv2_50d_gn legacy_seresnet50 ecaresnetlight
1 896 14 14 256 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,dla34
1 256 14 14 512 7 7 3 3 1 1 1 1 2 2 1 1 1 False False,22,legacy_seresnet34 skresnet50 gcvit_xxtiny seresnet18 seresnet34 resnetv2_34 hrnet_w64 dla34 gcvit_tiny resnet18d resnetv2_18 gcvit_xtiny resnetv2_34d resnet18 legacy_seresnet18 resnet34d skresnet50d resnet34 resnetv2_18d
